SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR23	CE1	CE2	AR1	AR1A	AR1B	AR2	AR2A	AR3	AR6	AR6A	AR7	AR8	AE1	AE1A	AE1B	AE1C	AE1D	AE1E	AE1F	AE1G	AE2	AE2A	AE2B	AE2C	AE2D	AE2E	AE2F	AE2G	AE3	AE4	AE4A	AE4B	AE4C	AE4D	AE4E	AE4F	AE4G	AE5	AE6	AE7	AE8	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR23	ICE1	ICE2	IAR1	IAR1A	IAR1B	IAR2	IAR2A	IAR3	IAR6	IAR6A	IAR7	IAR8	IAE1	IAE1A	IAE1B	IAE1C	IAE1D	IAE1E	IAE1F	IAE1G	IAE2	IAE2A	IAE2B	IAE2C	IAE2D	IAE2E	IAE2F	IAE2G	IAE3	IAE4	IAE4A	IAE4B	IAE4C	IAE4D	IAE4E	IAE4F	IAE4G	IAE5	IAE6	IAE7	IAE8
2024	25	MA	Massachusetts	-2	-2	11940783911	-2	2222838	1094864393	4993198	0	46952536	168670594	42026224	514131162	0	35416200	12755196663	0	10791502203	43409934	1851513699	70855635	45491948	2011271216	1312436	25557970082	8935999947	4316232527	372209674	1135787241	253796389	494026250	19218959	63905509	15318161148	5203610234	1436844296	335844034	70803537	77285062	1343149855	710505597	279431054	824063892	724138880	125665188	240409093	4247363559	649211556	343422919	69145744	203916172	175130662	31096089	59489686	1531412828	132902276	67927143	86937880	19960799	718809296	827915505	84454035	1938906934	12379262	12304384	12017466	16216789	240953443	7841590	22085962	323798896	980510	544309	218980	491162	956823	6140145	217750	9549679	3492270	54444328	30654290	8390971	230376884	184430788	69061364	580850895	2141135219	1188604371	478186434	1072548623	2089409165	1176949160	475500140	8622333112	353333810	87433121	26254721	293848270	352763	9457057	770326979	0	0	0	0	0	0	0	770326979	0	0	0	0	0	0	0	0	0	0	24710821239	468253564	252136534	107405879	827795977	368470525	506830032	875300557	63292400	28984	9217742	1225882	0	0	4783	10443624	388697581	25641508408	142664819	107871343	503865216	24206956023	880363	-2	880363	27497	914958	20389084171	1728510962	0	128453781	789876475	0	2665453	0	0	0	-2	-2	288693212	199085	19758869	268392776	0	342482	0	-2	49201477	0	934844	48035831	0	230801	0	-2	170385640	2632491	11387	772109	1848995	0	0	0	0	0	464063	133395080	1838724	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	26	MI	Michigan	7336394729	14874895	4833905	11719948	38397773	78475339	8238346	50128782	605841147	46223366	290863900	799174602	0	743042	9157305653	26112181	17775308748	117635929	3144161219	121528543	55589407	3438915098	2596735993	30397641680	6321953230	4804529285	1597269996	290916	156202217	415351320	98220339	30577512	13169972259	4258436247	795545149	132680317	283546010	63392880	1127684958	591901335	161191050	635766713	372041054	257861682	450506812	3596953604	823223483	422978735	106754350	477897836	286684928	190228575	331234093	2639002000	301570154	331120017	259136917	145733397	1046982711	410114228	446385461	2941042885	18413683	76835297	6790821	14781635	512840640	91454772	43316274	764433122	2409894	17615494	770396	1923052	171627334	115671793	100020076	410038039	1794771	5277337	15868489	5580960	10028756	4003987	283693074	326247374	2272687049	1428112721	549741627	1279760541	2228578089	953663244	1555135714	10267678985	164716915	109275471	224461562	454219872	60569247	7878171	960551991	0	0	0	0	0	0	0	960551991	0	0	0	0	0	0	0	0	0	0	24398203235	2681108789	278813898	331135734	3291058421	900475114	1746863230	2647338344	373039201	3632691	0	27975856	0	0	60378	27975856	1182470326	28662797407	488475393	0	872941820	23525261415	1287150	1287150	-2	18277	1425934	21331987966	2941575573	2107247	41713296	1094518543	326384	164223	-2	1213247	1528020	-2	-2	961956378	882934	42794677	897967961	326384	2845654	1162053	15976715	630508789	671575	27304738	598039536	250399	2360308	641612	1240619	317371959	184223798	0	6833184	176069516	0	386303	4338	930457	-1	-1	73503681	144723	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	27	MN	Minnesota	3364295042	-2	-2	-2	176962192	183012980	1471737	0	418989409	53185686	37330519	830783377	0	0	4883017962	315705825	11694579716	72481631	1381404419	0	48964965	1502851015	2568016170	18396154518	6192288968	2128167859	549835963	155631655	82076926	316672188	54450518	25939204	9368535837	3365879258	830259002	123136191	112284460	52981399	335097504	378583356	298883181	441059148	354849958	138010988	134049919	2080534054	117530509	165366955	103641785	105784765	127543091	44838776	58661985	723367866	71672369	117234145	117820673	6479871	367941085	733888907	178000039	1593037089	14538726	87221947	52335537	3347418	100689285	37872304	14888036	310893253	5859984	47217783	21726175	1085497	24265148	22881319	4083957	127119863	13538519	4121178	4547217	1737307	0	234749	0	24178970	552377627	752527581	577228393	558408509	951023419	954845724	385599979	4732011232	181442723	60992401	61168757	354490008	27578397	7456010	665549899	3959663	1300632	2308631	182703	500412	32492	7784121	673334020	0	0	0	0	0	0	0	0	0	0	14773881089	1761790675	260678734	82697809	2105167218	523144126	965558990	1488703116	591364132	3455943	18121314	65048321	0	0	253591	83169635	556735267	17766940798	185622468	0	454572602	14319308487	791564	791564	-2	18090	869967	-1	-1	0	13087665	439709686	0	9655313	0	3740498	32441624	-2	-2	443400128	0	7565864	421546128	0	9345746	0	3606177	257247059	0	4789966	247466799	0	2279346	0	2557126	184733784	44994361	0	6238946	37272304	0	0	0	0	13364591	2443387	11342854	1419284	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	28	MS	Mississippi	1742204456	4683180	-2	33027329	4183837	7033909	800796	207623	122565082	39482078	76168276	124142819	0	119248	2147377101	244465	2994893681	47104513	1457697333	0	12089108	1516890954	292934194	6659406201	2027745501	708483644	146373661	12520211	7186646	189584561	38171058	18399808	3103107386	1288285554	290774719	95441132	62417066	14779306	215602393	122310445	100215274	217475282	111812445	109708758	85360420	962485017	72489630	40244792	32038709	73127057	46296425	43771829	29264794	337233236	32598171	78195074	39436138	3874488	399522065	46739705	41997548	642363189	4547277	15390848	4041644	2685310	51232158	51818833	17029547	146745617	1692445	6893997	1323549	891451	37633474	65925730	6896596	121257242	642460	5517788	6604598	1152199	1377303	785474	2527597	18607419	325879931	261658947	182336363	298314336	610240396	252824599	176179906	2107434478	78946104	39424030	31815282	155432344	12377523	705088	306322848	9259	2794	0	197753	999	110	209916	306532764	0	0	0	0	0	0	0	0	0	0	5517074628	130330490	408611964	154409950	693352404	69485970	224329459	293815429	19356352	350498	4449179	998920	6193718	4840912	788	16482729	735180022	6418424221	254051408	0	374805643	5142268985	390645	390645	-2	13164	436523	4311038626	1206036002	1925459	140468901	553291197	0	-2	-2	0	-2	-2	-2	303268699	904558	35947540	266274687	0	-2	0	-2	182385129	398603	19131194	162743403	0	-2	0	-2	120315563	335227500	1021205	91087742	243118553	0	-2	0	-2	1716375	2049178	17924254	568006	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	29	MO	Missouri	7351816792	934992128	-2	-2	38157299	89190199	722591	8821620	541351541	145544346	193774104	261620946	0	579574	9468559321	19560737	4503504450	139728362	1710106982	0	0	1849835344	1116580504	15841459852	4780662577	1480956736	253897155	77242647	105760812	485216883	71196924	22957695	7100933693	3098753463	583900244	132980162	415390835	50062749	621703669	271077899	390423194	537785703	464654358	230160996	143571545	2659377364	186729840	75048877	126215601	152924937	157985785	74485518	62949299	836339857	100755398	92024446	198964990	11866449	405020637	301992924	80743887	1191368731	14454146	83298557	76090319	12866647	343765765	69329728	24301572	624106734	1701663	20227331	50861326	1314953	207697411	72106821	17419777	371329282	0	0	0	0	0	0	139496	139496	923643053	521449779	791694104	715443736	1371426545	675969166	311705799	5311332182	132401508	48909500	197748638	191323079	21025761	0	570382725	0	0	0	0	0	0	0	570382725	0	0	0	0	0	0	0	0	0	0	12982648600	1499522441	11389377	81879256	1592791074	372600749	1018309318	1390910067	193495444	3906821	0	23575102	0	0	312633	23575102	561040054	15260281641	196538443	66697732	642014089	12340634511	801191	801191	-2	15403	891248	11573651595	1311308388	0	33923427	622912252	0	5274154	0	0	0	-2	-2	946816226	1798373	12113175	457143307	11272	2243191	98800	0	278775603	402423	5965400	270178826	4774	2211673	12507	0	194630076	35664305	97153	1678540	33403911	0	484701	0	0	1459530	10728796	75212609	2137018	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	A	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	30	MT	Montana	682273193	9342599	-2	-2	2484813	3154000	74417	486272	45249402	19137982	49035027	61167801	476783	443426	869685443	198456629	989493680	11498996	332841712	0	108012062	452352770	140617858	2509988522	806231502	247239946	72397669	3393641	4050848	81897439	10732218	7318762	1218478959	571843679	58937368	20794815	1301705	7505592	85797098	38082998	32586243	85445624	71695321	27205874	36487809	377300967	26354189	11604319	10016082	27029658	24590101	8813720	11307862	119715931	21015485	8450441	23737337	3683142	66369521	61461041	15507063	200224030	3799026	7734232	3388784	2834043	54038342	8973501	8917916	89685844	167524	178776	137165	85091	22122255	21120845	1183558	44995214	3666020	334160	3505279	520561	2258410	213272	1781291	12278993	140631818	66206150	73233725	119513028	218951695	106667408	74001941	799205765	29324924	10067745	15222209	44548189	1970394	246875	99409942	1910651	607186	322556	306283	665	27914	3174590	102584532	0	0	0	0	0	0	0	0	0	0	2120269256	136943766	13605118	4958789	155507673	53216843	84000765	137217608	3660231	87722	70144	8297128	0	0	404312	8367272	76754432	2345994957	68989194	4562000	145203642	1975065614	140927	140927	-2	14015	149291	1848542999	271726257	0	23181282	113279004	0	0	0	0	112710	-2	-2	71099899	0	5744642	65337149	0	0	0	18107	49384883	0	3981138	45385638	0	0	0	18107	21581706	53885731	0	9593075	44217809	0	0	0	74847	0	0	5450189	133310	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	31	NE	Nebraska	2772858527	256571860	-2	-2	169568	59001914	477044	65336	83154100	71671465	102486935	86445240	1965	344374	3374181078	17180541	2053834471	71132398	340708707	18595382	227350082	657786569	445662006	6102982659	2045280446	817097492	158536604	7433767	13315294	198601365	74389686	7246697	3234196371	1098884621	237070139	2801456	288272299	71494172	179851779	86742636	63228422	185074001	166047436	53905970	80894543	815744787	66904002	32112750	21932366	69743433	70364638	18709488	33618084	313384761	37102029	13571634	46151884	1697460	139932790	57122929	69127220	364705946	5668019	20280638	2138872	1979256	116882045	17542121	78152715	242643666	555421	6845867	5280762	451918	45743211	19156678	10552184	88586041	990837	1386122	4123823	1083103	1317510	1236948	47936400	58074743	290516666	154093780	137575367	259577253	494544419	148517456	309728962	1794553903	63065142	24562762	45488558	95937510	6055121	1035805	230089777	27678	2962	508830	4050268	31767	1789331	6379069	236468846	0	0	0	0	0	0	0	0	0	0	5265219120	307530373	170030979	10163646	487724998	140578465	262438632	403017097	4005052	11772	0	296959	933908	432959	0	1663826	349269012	5927687383	83396258	0	258547609	5006671511	288339	-2	288339	17364	329162	4852094893	413124227	1545501	46085553	159857850	-2	-2	-2	-2	-2	-2	-2	208814888	0	11603112	195923413	-2	-2	-2	-2	-2	-1	-1	-1	-1	-2	-2	-2	-1	51200172	0	10945232	40254940	-2	-2	-2	-2	13161723	421781	-1	2017	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	32	NV	Nevada	863893703	119414596	-2	1101922	1050052	36567	952316	422835	157543526	5942599	90473485	707825159	368	284372	1948482098	18000	5856509287	31353809	1055280030	12659771	24950055	1124243665	711973827	8929253050	2749916559	1172457084	62439951	11548	0	133692490	1872274	9391165	4127908797	1403063723	342178965	17276676	198228388	31504431	306850701	212560876	42161985	374629145	265621874	152813417	128279170	1482917168	128511263	91093064	16466274	173727400	130765049	74950659	60099282	675612991	38668632	23969223	18955084	9802075	81102110	11989416	82948051	267434591	14161357	8499843	2318764	4450953	61510460	12297450	8499843	111738670	511686	91337	130233	33782	8588867	12578102	91337	22025344	416166	709895	1416772	598471	1453634	34608	2036740	6666286	488608119	336832901	81318879	563208044	540453127	252085550	281863086	2544369706	56775205	49979910	20046457	32641116	1219737	696600	160139288	54831	14999	36988	58030	0	26334	191182	160330470	0	0	0	0	0	0	0	0	0	0	6832608973	205305241	18441458	4594333	228341032	89676468	80806011	170482479	5717608	7500	0	8629730	5609686	0	0	14239416	48160646	7106031884	143567741	18917209	261188142	6571420831	444611	444611	-2	14780	479574	5922924703	909684269	0	-1	-1	0	0	0	0	-1	-2	-2	-1	0	-1	-1	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	33	NH	New Hampshire	2061617145	-2	385085943	-2	6782046	110945771	156564	580316	20840876	40722330	2839229	36664819	63491	547895	2555320338	0	1144995592	4157668	329957424	218871	1458239	335792202	116974087	4036108132	1242978913	635278742	121579422	207651989	114678973	54341501	19153841	3974654	2265805221	784086797	189742395	23942936	13454518	-1	161969102	56232732	45327855	123979772	83258726	12184948	26443155	509396290	84662640	30618995	21446611	65481792	41229627	4298581	17743031	265481277	56417523	20383154	59840462	8241771	123808775	170946943	11550390	451189018	3295317	15851011	2732080	2614489	66897348	2977961	6252394	100620600	407243	11177152	365067	540026	34166564	2400400	4297326	53353778	336148	856659	3332887	1502351	873439	117141	1437863	8456488	306680730	123942551	132679895	201820175	316067915	190525574	63426833	1335143673	24324840	8091687	22169012	31010154	4272224	296082	85891775	0	0	0	0	0	0	0	85891775	0	0	0	0	0	0	0	0	0	0	3686840669	178618827	19025041	7189353	204833221	43014867	79041383	122056250	1080613	27944	1457259	4874625	19584	0	124397	6351468	103146578	3976038155	44949693	0	96061248	3590779421	162346	162346	-2	22118	159721	3432651659	254186686	0	13821120	135730805	0	0	0	0	3643971	-2	-2	102690035	0	7753754	92276342	0	0	0	1926850	44230702	0	4160306	39414862	0	0	0	24472	58245352	49182693	0	4974325	42483013	0	0	0	1717121	2015034	4444290	32609296	213981	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	34	NJ	New Jersey	18047047052	-2	-2	-2	63668408	893475656	7913551	687428189	131080444	276688111	331065169	890685212	32398	1903466	19750083811	3148080	20412674473	42860118	2802779745	0	40642716	2886282579	1402325389	43052188943	11377651967	8033668123	1288578252	970434881	923051309	798994647	151325011	64239537	22533567407	7515470534	1923800193	114730466	953615659	49805922	2155645658	767713746	245942041	1052926988	1164587501	323939531	468722692	6179478157	1321305013	453974597	170837809	685740576	792066206	198315219	277163438	3899402858	562839915	467738563	316011794	50300645	1144408302	1304047274	164138202	4009484695	31588859	104467893	9491652	21908256	595024789	43598734	18419129	824499312	2516991	3338618	2091775	2668412	56777713	32446871	69152738	168993118	8743911	73947969	67433630	9098311	14888199	4293881	15712003	194117904	4080123356	1867842768	809716926	1819974776	3710974997	1874194639	944155464	15106982926	265568853	55456361	75535645	392516533	12393747	26881512	815958904	58971281	14368637	71843185	121834068	16763409	15566023	282583194	1098542098	0	0	0	0	0	0	0	0	0	0	38739092431	1936908807	245188750	19926480	2202024037	446478325	1483510833	1929989158	11574315	0	252555289	67510622	0	0	375003	320065911	614965518	41622606982	462201108	0	1143472211	37595620220	1300087	1300087	-2	28918	1392567	34740138496	2855481724	3155068	55977373	1079902735	0	0	0	1699800	47473117	-2	-2	1173325837	3016782	30724124	766728734	-2	-2	0	46356662	367220516	1657996	15542668	316722883	-2	-2	-1	33296969	479605785	326499535	138286	10540447	314704347	-2	-2	-1	1116455	-2	-1	-1	-2	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	35	NM	New Mexico	924609911	110866	-2	7905196	0	0	0	0	76330752	10068337	60851731	73986840	0	56455	1153920088	0	4683703453	263014878	1140974846	5824	15344247	1419339795	420383323	7256963336	1927707953	722462715	173761969	187560	0	284478593	13102744	0	3108598790	1242790637	267087175	36839450	75082523	58880663	355003870	82930219	62569894	196568079	174838434	44318093	103250785	1019479374	133273921	33010312	22617937	76615505	71668527	26174737	40045899	403406838	114800117	45324136	98018556	9395437	276947983	58543925	37209834	640239988	16545114	12445612	4663884	5657683	64816387	14455931	17674028	136258639	728924	176221	286267	1086236	20054319	9504939	3189691	35026597	0	0	0	0	0	0	1173732	1173732	619623022	173710279	187870271	288236704	588271331	143492686	199354278	2200558571	63922531	25470669	48317808	102477631	6065426	0	240188639	0	0	0	0	0	0	0	240188639	0	0	0	0	0	0	0	0	0	0	5549346000	817341045	104692720	54102322	976136087	65968268	432013394	497981662	6669367	16750	0	0	0	0	0	0	213006559	6586362971	150672482	0	221649005	5327696995	302372	302372	-2	17620	311719	4807215814	742130186	0	98138557	467351045	0	-2	-2	0	0	-2	-2	350972368	0	9736097	341236270	0	-2	0	-2	191138702	0	7119711	184018991	0	-2	0	-2	155788583	96619390	0	3075663	93543727	0	-2	0	0	35652608	0	79736638	1428696	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
