SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR23	CE1	CE2	AR1	AR1A	AR1B	AR2	AR2A	AR3	AR6	AR6A	AR7	AR8	AE1	AE1A	AE1B	AE1C	AE1D	AE1E	AE1F	AE1G	AE2	AE2A	AE2B	AE2C	AE2D	AE2E	AE2F	AE2G	AE3	AE4	AE4A	AE4B	AE4C	AE4D	AE4E	AE4F	AE4G	AE5	AE6	AE7	AE8	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR23	ICE1	ICE2	IAR1	IAR1A	IAR1B	IAR2	IAR2A	IAR3	IAR6	IAR6A	IAR7	IAR8	IAE1	IAE1A	IAE1B	IAE1C	IAE1D	IAE1E	IAE1F	IAE1G	IAE2	IAE2A	IAE2B	IAE2C	IAE2D	IAE2E	IAE2F	IAE2G	IAE3	IAE4	IAE4A	IAE4B	IAE4C	IAE4D	IAE4E	IAE4F	IAE4G	IAE5	IAE6	IAE7	IAE8
2024	13	GA	Georgia	9627615224	3773983667	231817818	-2	33724352	11401277	4044649	0	630389896	172285215	430037320	488993638	34810	3677468	15396604057	0	13024733151	54417418	3762667418	0	125818497	3942903333	702932750	32364240541	9929997067	4825415762	603913129	13842063	6084206	920372052	45521738	83445298	16376985371	6175035872	1562550853	291546313	685599834	216885543	1106805028	908346403	160132957	1100700142	653739114	691881803	380698119	5002303566	326752364	354540856	59749964	466605737	252693111	253768228	152929217	1867039477	213577918	187144892	79810538	37335890	705019657	108066686	242161136	1573116717	116990618	81486606	11743922	31883827	567066432	186298952	116930650	1112401007	4007980	6813491	249993	1118616	133276656	227433110	21111242	394011088	30483281	41074801	100131597	22460172	5139036	2183100	67042884	268514871	1794609209	1572593558	411568978	1658985768	2183657350	1242198769	959762006	9823375638	363836232	170013188	75957598	674314439	23064567	18212010	1302333467	8294054	1252382	13226469	44151818	668057	18334234	85258957	1387592424	0	0	0	0	0	0	0	0	0	0	27587953433	3054100294	127221961	111647552	3292969807	262714337	639571881	902286218	47761037	365144	0	3268918	0	0	0	3268918	702500107	31395583789	545915640	122688148	1312407602	26275545831	1650191	-2	1650191	15923	1749701	24053481960	3534471472	155771	90087142	1313096471	0	395689	-2	0	283823	-2	-2	1162246815	471165	71083105	1090093668	0	395689	0	203187	628479196	459783	42304960	585582872	-2	131581	0	-2	524145274	207045267	-2	16813400	189896865	-2	-2	-2	335002	154233175	15279228	91459423	9607657	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	15	HI	Hawaii	-2	-2	-2	-2	0	0	2687343	0	3305371	19861785	885921	35635253	0	207112	62582785	0	3820783837	70459095	471101018	0	0	541560113	0	4424926735	1303753957	710523957	147974480	3620394	0	170050912	24500948	12777812	2348701512	723617157	237442463	6757749	8868243	3064179	166033177	54164015	5535336	140156693	90599625	1162366	49346656	506997868	103543143	31980408	3424235	87459522	56548560	714324	30292283	313962475	89576089	16989198	1977695	8647034	165801072	89549146	25159786	397700020	8519615	15501096	82033	13549244	135465422	967983	24961018	199046411	386830	3970014	9468	1316059	11405988	260810	971871	18321040	687841	564038	102350	593024	88515192	6316	8804025	99272786	368359865	119198755	11121649	250405517	536929871	92400135	138563768	1516979560	50115259	30526799	3824650	92534347	341645	85096	177086151	0	0	0	0	0	0	0	177086151	0	0	0	0	0	0	0	0	0	0	4042767223	299196532	0	321634	299518166	0	0	0	13661917	4859	0	11800958	0	0	67989	11800958	43558115	4410984745	54970622	11121323	89734106	3953033117	153736	-2	153736	25713	169308	3610306775	432460448	-1	1808754	171750000	0	0	0	0	13177803	-2	-2	188054008	-1	1804348	173491125	0	0	0	12758535	165488750	0	1804348	160054349	0	0	0	3630053	22561177	8891868	0	0	8750197	0	0	0	141670	6762145	2516282	10049633	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	16	ID	Idaho	501488417	2504833	-2	-2	3490802	35308	1202850	0	88241011	31383617	68894831	109588035	0	355927	807150323	0	2909666613	22664921	452936602	0	8465901	484067424	245031725	4200884360	1361713485	508212792	114008126	1624262	35308	115053483	25512003	555878	2101168026	1068689146	202742702	15177564	71623822	1099874	126075700	73877797	45104406	141873239	100417984	43264817	42648627	573262570	46608369	26549421	15728233	51191210	43643034	18317213	16920282	218957762	31753412	44854857	20458881	2797053	150081672	76137437	27776688	353860000	2098459	43842248	4907868	1520215	37203390	15588187	11970837	117131204	333837	17633791	2088606	126733	41550165	7241007	8337192	77311331	399	410826	2865718	212335	10874541	852546	3736214	18952579	206536339	189535149	89065106	197594052	342220621	154160200	103052648	1282164115	46735146	22740869	6853144	60826956	5119679	29551	137185666	858779	296596	342800	145948	544	0	1644123	138829789	0	0	0	0	0	0	0	0	0	0	3522161930	203868776	26785133	23232061	253885970	69782169	164641744	234423913	64528735	894657	0	57157	0	0	0	57157	158855408	3949472006	67390555	0	172718582	3349443348	289954	289954	-2	11552	315412	-1	-1	367744	9037943	132660999	-2	-2	-2	-2	-2	-2	-2	101926419	328238	6049242	95548939	-2	-2	-2	-1	46986770	253564	3433211	43299995	-2	-2	-2	-1	51770190	37255748	20024	2031729	35203995	-2	-2	-2	-1	2999208	1993601	32089281	114262	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	17	IL	Illinois	21658603245	1507716047	-2	-2	27889453	534282438	9120515	24005369	1030340122	184651630	126368223	1550380050	91774955	18435734	26205279974	0	16948611788	127086623	4782436577	0	0	4909523200	3661217160	48063414962	13025802287	8342024768	1566364273	481487661	1092785917	700921791	196919497	124813711	24241414491	8387911148	2993268466	245384576	1382458499	-1	1830223065	768307578	430385781	1175874350	961341370	348197052	624145517	6138474713	1099604551	474447809	297021527	768261745	692058839	224690707	428204369	3984289547	264042768	286185507	381128843	26914895	1216355734	1240632200	359655105	3774915052	41578961	114251791	19753517	26502999	665273291	91260861	122794410	1081415830	5814560	74958957	6542307	5524930	590080850	157383581	167169452	1007474637	2180930	6137461	26469459	2926454	5900910	12710504	46893260	103218978	3237630275	1649330146	1154759127	2000480443	3540930144	1917491324	1581692661	15082314120	266135720	115258312	267729411	357366894	17901798	1551127	1008041464	0	0	0	0	0	0	0	1008041464	0	0	0	0	0	0	0	0	0	0	40331770075	2968602578	439241491	21827297	3429671366	1148678602	1652868240	2801546842	304817597	4142447	0	22732758	3824222	0	81563	26556980	1687588730	45319335960	476335015	219393725	1153969250	39177800825	1631753	1631753	-2	24010	1841039	-1	-1	0	186268420	1811654463	0	10633711	-2	-2	3054185	-2	-2	1591364164	2531597	81833988	1444353282	7333244	1780989	-2	2890218	853262008	713434	50740757	771738693	5986955	1581348	-2	2103920	722758142	746200629	2314461	97745050	631707590	4588063	574337	-2	175068	37773491	43124705	113766273	15344014	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	18	IN	Indiana	4143155146	59525412	-2	348107040	4791762	235911863	1012171	322468	243768957	176471946	90129415	418579229	9841811	0	5495382889	17599772	10029078259	21238539	1238276081	11654986	859299036	2130468642	1213419917	17672529562	4790002386	2265623742	234653991	14720460	4185350	444420124	10964021	5935144	7755355847	3136199473	566705119	123456903	57519533	103642961	520251788	279176608	133937245	570703085	435383363	352327956	155149243	2446929288	253688369	133142719	69050269	292593193	235736793	101612740	92604735	1178428818	92882952	104714268	66182801	40693935	541888313	185134800	87713382	1119210451	19159057	135744350	14822171	7776644	417594730	106581096	105357515	807035563	366036	4528362	198647	100695	13441138	102497169	3262011	124394058	1823845	1790086	7574860	2875226	701446	258223	17436153	32459839	887806011	654568031	291567346	914642083	1631304645	745914815	458261028	5584063959	197608605	56324279	85449764	336971012	18910743	2039618	678393278	0	0	0	0	0	0	0	678393278	0	0	0	0	0	0	0	0	0	0	14017813084	1299614143	375905188	67427651	1742946982	461576653	1588992934	2050569587	80827310	531237	0	36074895	0	0	10607	36074895	598143505	16032472937	268353790	0	550600895	13467212189	947335	-2	947335	14216	1032723	12777897183	1239915901	2445063	149575909	612747406	255809	562705	0	56528	0	-2	-2	511423161	480952	54467008	416049128	0	498952	71167	-2	304405894	95091	28672763	251749939	0	269796	0	-2	206529952	178641498	120602	25458914	141062854	0	0	0	-2	52374549	3670447	28836321	487315	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	19	IA	Iowa	2769957487	212733476	-2	-2	3912272	408809240	2137295	986975	197872961	109800012	6934955	164014009	15538292	1627549	3484528308	3133379	4495126231	34331220	774322133	1909446	23886261	834449060	835321461	8817236978	2904160290	981915517	129172008	48352890	411389681	155771429	63324880	4848375	4224220509	1698959063	385215301	92497849	361827749	23800161	320237633	290421220	97224007	303869913	217905216	113029562	110981539	1453669090	106603031	89237489	33579086	106807489	83584264	31102460	43328445	494242264	28549399	53194940	50028182	6327049	230469641	94946507	52922403	516438121	4341710	39973247	4914064	3926473	161517241	39500031	25770037	279942803	1005793	28269044	724161	1069112	42898163	53865168	16659115	144490556	238542	493257	4563298	990283	433151	503692	1662351	8884574	459970315	473320153	190308637	421921207	693909513	279082252	234664775	2753176852	106726379	34130707	14832700	184684645	7313401	624213	340998644	6205599	1356132	212308	1419418	159059	44652	9238109	350236753	0	0	0	0	0	0	0	0	0	0	7327634114	1242229664	27024672	55375530	1324629866	167113253	501664453	668777706	35100855	398952	8967465	1040238	0	0	43057	10007703	298130107	8913102443	99010190	27658249	266618814	7061015300	454866	-2	454866	15523	508112	6605210190	722423923	284504	559623	160749509	0	2673649	-2	26978	2498295	-2	-2	117488936	0	166810	109700377	0	2607917	26981	2161164	80669674	0	118018	75793294	0	1780766	25683	2036045	36043489	50835265	0	404312	49551690	0	0	0	349769	6266400	5712962	6834664	766695	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	20	KS	Kansas	1513244996	-2	-2	-2	2297223	294381680	6123321	0	102275258	79334620	57984363	485049188	14695159	760962	2261765090	142862554	5504112482	15132289	1002560666	0	18196003	1035888958	258306736	8944629084	2786489398	920747261	148630074	10657783	7717481	236098142	111710267	32793272	4135415930	1872838853	378911418	91755785	40553537	48891472	360609851	187480014	104478063	283524212	232679187	88834471	115101042	1372706840	112097776	57927608	33814299	95288976	86900493	29899408	41245544	457174104	43585841	38963603	49825490	7004819	247660038	140089447	24563026	551692264	9293804	24006901	7669750	5964712	184282363	38010994	27787330	297015854	7120836	4725870	2189504	2253061	47776878	35271317	18454995	117792461	1563043	2913339	10893707	1905928	2779431	7097303	6979456	34132207	527150315	311291465	206681309	393688647	754301512	303931623	215676398	2712721269	98447515	39513731	33681837	155044259	7861437	4499149	331186491	0	0	0	0	0	0	0	331186491	0	0	0	0	0	0	0	0	0	0	7179323690	212308324	37633315	22714226	272655865	241837959	468874002	710711961	3860051	428895	0	2341864	0	302256	29018	2644120	298169619	7696305804	106714662	11535857	279446167	6899877523	440462	-2	440462	15665	483505	6079089225	846828939	59896	21951974	316753507	-2	-2	-2	-2	-2	-2	-2	274587104	59896	9655470	264871738	-2	-2	-2	-2	168762099	59825	6840448	161861826	-2	-2	-2	-2	61223817	123662720	0	2068254	121594466	-2	-2	-2	-2	14559010	6275927	10376381	1157931	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	21	KY	Kentucky	2924899959	594461591	-2	39076644	5758456	575869	73093	39459	208847328	40133512	160766365	132961731	221732	150	4107200561	0	5098025215	50960865	1801218751	36794789	67781777	1956756182	2161415648	11161981958	3206516737	1699514707	143242806	1456942	2337675	396156752	81346688	35716589	5482604533	2181558581	481109398	52739088	111033931	71180827	334730887	277915235	57274525	350093902	262198873	262306145	132651801	1677171368	151514509	120380716	47410694	173553532	150216450	152425426	71553635	867054962	32155953	41499314	100297133	7889415	248168708	39639197	74253509	543903229	12180477	50224484	17271378	7752705	217918025	69421794	33836779	408605642	2540554	20772292	1246636	4165497	37706417	103513640	27909084	197854120	570804	2062386	7022186	861170	1683081	3609066	1418165	17226858	531152630	492082135	229275916	540150724	880185137	527401628	313713889	3513962059	166260911	68027811	15010943	298145071	7494222	1623376	549068112	20553597	11782102	762801	3144359	771037	577763	36820622	585888734	0	0	0	0	0	0	0	0	0	0	9582455326	1304906709	36739288	23689991	1365335988	237761783	518808594	756570377	92663441	642145	6424941	8173661	3493851	0	699396	18092453	349236887	11347354816	203582661	93508583	504044552	9078410774	558837	558837	-2	16245	657520	8364259583	1197038678	1454	62836126	604420893	0	2951856	0	1101004	42730	-2	-2	430568612	8740	36572897	359691798	2869	558830	1193579	32359300	252931224	5501	27241268	208013561	2869	446846	102932	16993820	148314097	62531008	0	19413	13808408	0	0	0	0	46836413	17283138	24240968	291869	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	22	LA	Louisiana	2324325204	2763042397	-2	-2	19355416	3093799	50719	576659	272505909	14527947	254270385	281680269	871717	560821	5931190784	0	4770245552	94519980	2538966847	0	38514641	2672001468	1459529527	13373437804	3479344324	1530495747	392327185	68925489	11508515	508005489	33402425	70104429	6049202663	2079748897	510478407	90523887	306317893	47306951	427258446	360378281	42030627	403574515	214406719	216785599	158855339	1823289526	178249511	148632708	22234031	175352593	109765448	130316345	67730821	832281457	60393226	107559175	225377752	56970283	628188922	203326709	92916274	1374732341	13930588	19333751	2823663	26380380	264099012	54757161	18236309	399560864	980043	2319099	626868	2466365	40529928	75626356	9573676	132122335	638942	1372347	7592776	46650440	8118339	1807973	17687311	83868128	680470713	637276262	300058849	708928211	1224578440	606993787	355426054	4513732316	174863977	90127809	56601958	259467315	14415052	1499308	582560367	108490	42428	138053	82238	4896	794	372003	582932370	0	0	0	0	0	0	0	0	0	0	11145867349	897330774	104839487	14164676	1016334937	160264555	409928457	570193012	8034387	45750	6090295	3282526	0	0	0	9372821	298994621	12359599952	224506459	145225337	659368801	10486498548	640456	-2	640456	16373	708190	9483548859	1413011669	461771	150025371	944009316	0	-2	-2	-2	-2	-2	-2	629093021	430317	82139597	546523107	0	-2	-2	-2	397711660	430317	51592257	345689086	0	-2	-2	-2	228592677	235224703	0	25072848	210151855	0	-2	-2	-2	90453711	4736754	32642322	2575644	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	23	ME	Maine	972668877	-2	867861887	512099	1165940	70168138	262226	3849940	11755666	9875348	2946248	40544988	28801	13725	1907635805	1089550	1620773196	12593929	346358662	2376645	1018572	362347808	129077988	3891846359	1280496476	551469554	63496327	116898191	62523773	58227389	11952886	5899271	2076487208	788121695	138090821	25633028	43010218	8224619	166272299	79270147	66683284	123657350	103865439	71010718	31416393	642175630	68303410	36743201	26236137	51784169	38643229	25651648	11280973	258642767	40154210	29633456	42559379	6545901	203500017	56828275	11993777	391215015	2840407	19390800	1943031	2614564	78606180	19883431	1670596	126949009	885887	13613651	554057	390526	15029758	9516044	620307	40610230	432891	1362954	2869354	1309425	2334097	4687076	1339582	14335379	278003217	166400558	140291185	185911409	426948962	178061148	57701321	1433317800	47754884	18412708	4126138	59618616	6237195	958659	130871005	459597	87586	5269	17477	0	33403	603332	131474337	0	0	0	0	0	0	0	0	0	0	3641279345	80384361	3365565	4354193	88104119	53139092	152923805	206062897	3999992	45687	446707	31092311	26643	0	275726	31565661	66841482	3824070841	28752583	34611995	77656866	3563622479	148987	148987	-2	23919	172545	2963916916	423896748	22529	25786658	115315918	950515	0	-2	0	22119059	-2	-2	152271310	6163	18464703	114336473	913807	0	9113	14193721	60187454	2553	3984875	48121911	105277	0	660	4725768	80676592	16686533	0	3770333	10436492	0	0	14880	799265	5638575	2588697	50777329	904153	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2024	24	MD	Maryland	-2	-2	4704080474	4616282654	7009737	3606541	1822415	0	154010224	76504138	115120870	241436374	0	1223266	9917490152	0	9397337618	39920074	1874836337	32709516	51051865	1998517792	147592436	21313345562	7223711682	2862415996	704548524	344684319	7031598	371334157	33368117	32861084	11539555762	3861702632	761727171	102232828	599293967	50460696	638713697	591132994	71825641	730652421	598180595	323557779	312894795	3266957922	273175781	221160888	39772804	297346737	262624795	140208196	113760589	1348049790	74903172	70368871	24195751	28221511	356840925	508171779	131809437	1194511446	10022652	23241927	964189	37753899	267049571	32285424	53074901	424392563	1006779	870661	443352	2168142	34685860	44046941	3441523	86663258	2110752	9433618	2546929	62910845	89752916	7060449	6588567	180404076	998926054	915338298	139305314	1156885413	1574448802	1011283627	618128289	6414315797	180879402	60577159	15519279	242412240	20546170	2403905	501791985	0	0	0	0	0	0	0	501791985	0	0	0	0	0	0	21040000	0	0	0	18455663544	1709626222	24851623	45984475	1780462320	199749795	420736049	620485844	37203102	328136	4319011	1102356	0	0	0	5421367	211741779	20419656014	207910352	57751119	467341897	17988321647	811750	811750	-2	22160	890122	16992162347	1463501196	0	122537471	0	0	1704983	-2	0	51941329	-2	-2	687017426	0	118630613	516450905	0	1650623	0	50285285	451117836	0	77896693	339118348	0	1083852	0	33018943	235899590	38455077	0	6640223	28907796	0	92392	0	2814666	-2	-2	97040705	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
