district_number,district_name,county,county_code,is_charter,first_year,last_year,brb_id,has_boundary,former_names,aliases
081904,TEAGUE ISD,Freestone,081,False,2009,2025,3541,True,,
081905,WORTHAM ISD,Freestone,081,False,2009,2025,3974,True,,
081906,DEW ISD,Freestone,081,False,2009,2025,909,True,,
082902,DILLEY ISD,Frio,082,False,2009,2025,918,True,,
082903,PEARSALL ISD,Frio,082,False,2009,2025,2867,True,,
083901,SEAGRAVES ISD,Gaines,083,False,2009,2025,3299,True,,
083902,LOOP ISD,Gaines,083,False,2009,2025,2223,True,,
083903,SEMINOLE ISD,Gaines,083,False,2009,2025,3307,True,,
084801,MAINLAND PREPARATORY ACADEMY,Galveston,084,True,2009,2014,,False,,
084802,ODYSSEY ACADEMY INC,Galveston,084,True,2009,2025,,False,,
084804,AMBASSADORS PREPARATORY ACADEMY,Galveston,084,True,2009,2025,,False,,
084805,PREMIER LEARNING ACADEMY,Galveston,084,True,2012,2015,,False,,
084901,DICKINSON ISD,Galveston,084,False,2009,2025,916,True,,
084902,GALVESTON ISD,Galveston,084,False,2009,2025,1279,True,,
084903,HIGH ISLAND ISD,Galveston,084,False,2009,2025,1741,True,,
084904,LA MARQUE ISD,Galveston,084,False,2009,2016,2075,False,,
084906,TEXAS CITY ISD,Galveston,084,False,2009,2025,3560,True,,
084908,HITCHCOCK ISD,Galveston,084,False,2009,2025,1759,True,,
084909,SANTA FE ISD,Galveston,084,False,2009,2025,3273,True,,
084910,CLEAR CREEK ISD,Galveston,084,False,2009,2025,651,True,,
084911,FRIENDSWOOD ISD,Galveston,084,False,2009,2025,1215,True,,
085902,POST ISD,Garza,085,False,2009,2025,2946,True,,
085903,SOUTHLAND ISD,Garza,085,False,2009,2025,,True,,
086024,DOSS CONSOLIDATED CSD,Gillespie,086,False,2009,2025,,True,,
086901,FREDERICKSBURG ISD,Gillespie,086,False,2009,2025,1208,True,,
086902,HARPER ISD,Gillespie,086,False,2009,2025,,True,,
087901,GLASSCOCK COUNTY ISD,Glasscock,087,False,2009,2025,1311,True,,
088902,GOLIAD ISD,Goliad,088,False,2009,2025,1325,True,,
089901,GONZALES ISD,Gonzales,089,False,2009,2025,1332,True,,
089903,NIXON-SMILEY CISD,Gonzales,089,False,2009,2025,2648,True,,
089905,WAELDER ISD,Gonzales,089,False,2009,2025,3768,True,,
090902,LEFORS ISD,Gray,090,False,2009,2025,2147,True,,
090903,MCLEAN ISD,Gray,090,False,2009,2025,2378,True,,
090904,PAMPA ISD,Gray,090,False,2009,2025,2831,True,,
090905,GRANDVIEW-HOPKINS ISD,Gray,090,False,2009,2025,1362,True,,
091901,BELLS ISD,Grayson,091,False,2009,2025,262,True,,
091902,COLLINSVILLE ISD,Grayson,091,False,2009,2025,693,True,,
091903,DENISON ISD,Grayson,091,False,2009,2025,880,True,,
091905,HOWE ISD,Grayson,091,False,2009,2025,1797,True,,
091906,SHERMAN ISD,Grayson,091,False,2009,2025,3331,True,,
091907,TIOGA ISD,Grayson,091,False,2009,2025,3590,True,,
091908,VAN ALSTYNE ISD,Grayson,091,False,2009,2025,3725,True,,
091909,WHITESBORO ISD,Grayson,091,False,2009,2025,3887,True,,
091910,WHITEWRIGHT ISD,Grayson,091,False,2009,2025,3889,True,,
091913,POTTSBORO ISD,Grayson,091,False,2009,2025,2954,True,,
091914,S AND S CISD,Grayson,091,False,2009,2025,3168,True,,S&S CISD
091917,GUNTER ISD,Grayson,091,False,2009,2025,1406,True,,
091918,TOM BEAN ISD,Grayson,091,False,2009,2025,3599,True,,
092801,EAST TEXAS CHARTER SCHOOLS,Gregg,092,True,2009,2025,,False,,
092901,GLADEWATER ISD,Gregg,092,False,2009,2025,1309,True,,
092902,KILGORE ISD,Gregg,092,False,2009,2025,1991,True,,
092903,LONGVIEW ISD,Gregg,092,False,2009,2025,2222,True,,
092904,PINE TREE ISD,Gregg,092,False,2009,2025,2901,True,,
092906,SABINE ISD,Gregg,092,False,2009,2025,3207,True,,
092907,SPRING HILL ISD,Gregg,092,False,2009,2025,3418,True,,
092908,WHITE OAK ISD,Gregg,092,False,2009,2025,3879,True,,
093901,ANDERSON-SHIRO CISD,Grimes,093,False,2009,2025,80,True,,
093903,IOLA ISD,Grimes,093,False,2009,2025,1851,True,,
093904,NAVASOTA ISD,Grimes,093,False,2009,2025,2607,True,,
093905,RICHARDS ISD,Grimes,093,False,2009,2025,3075,True,,
094901,SEGUIN ISD,Guadalupe,094,False,2009,2025,3304,True,,
094902,SCHERTZ-CIBOLO-U CITY ISD,Guadalupe,094,False,2009,2025,3284,True,,
094903,NAVARRO ISD,Guadalupe,094,False,2009,2025,2605,True,,
094904,MARION ISD,Guadalupe,094,False,2009,2025,2334,True,,
095901,ABERNATHY ISD,Hale,095,False,2009,2025,26,True,,
095902,COTTON CENTER ISD,Hale,095,False,2009,2025,,True,,
095903,HALE CENTER ISD,Hale,095,False,2009,2025,1442,True,,
095904,PETERSBURG ISD,Hale,095,False,2009,2025,2887,True,,
095905,PLAINVIEW ISD,Hale,095,False,2009,2025,2913,True,,
096904,MEMPHIS ISD,Hall,096,False,2009,2025,,True,,
096905,TURKEY-QUITAQUE ISD,Hall,096,False,2009,2025,3666,True,,
097902,HAMILTON ISD,Hamilton,097,False,2009,2025,1456,True,,
097903,HICO ISD,Hamilton,097,False,2009,2025,1732,True,,
098901,GRUVER ISD,Hansford,098,False,2009,2025,1400,True,,
098903,PRINGLE-MORSE CISD,Hansford,098,False,2009,2025,2971,True,,
098904,SPEARMAN ISD,Hansford,098,False,2009,2025,3409,True,,
099902,CHILLICOTHE ISD,Hardeman,099,False,2009,2025,623,True,,
099903,QUANAH ISD,Hardeman,099,False,2009,2025,2984,True,,
100903,KOUNTZE ISD,Hardin,100,False,2009,2025,2020,True,,
100904,SILSBEE ISD,Hardin,100,False,2009,2025,3340,True,,
100905,HARDIN-JEFFERSON ISD,Hardin,100,False,2009,2025,1473,True,,
100907,LUMBERTON ISD,Hardin,100,False,2009,2025,2256,True,,
100908,WEST HARDIN COUNTY CISD,Hardin,100,False,2009,2025,3821,True,,
101801,MEDICAL CENTER CHARTER SCHOOL,Harris,101,True,2009,2014,,False,,
101802,SER-NINOS CHARTER SCHOOL,Harris,101,True,2009,2025,,False,,
101803,ARISTOI CLASSICAL ACADEMY,Harris,101,True,2009,2025,,False,WEST HOUSTON CHARTER SCHOOL,
101804,GEORGE I SANCHEZ CHARTER,Harris,101,True,2009,2025,,False,,
101805,GIRLS & BOYS PREPARATORY ACADEMY,Harris,101,True,2009,2014,,False,GIRLS & BOYS PREP ACADEMY,
101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,Harris,101,True,2009,2025,,False,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,
101807,UNIVERSITY OF HOUSTON CHARTER SCHOOL,Harris,101,True,2009,2021,,False,UNIVERSITY OF HOUSTON CHARTER SCHO,
101809,BAY AREA CHARTER INC,Harris,101,True,2009,2014,,False,,
101810,ACADEMY OF ACCELERATED LEARNING INC,Harris,101,True,2009,2025,,False,ACADEMY OF ACCELERATED LEARNING IN,
101811,EXCEL ACADEMY,Harris,101,True,2009,2025,,False,,
101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,Harris,101,True,2009,2013,,False,,
101813,KIPP INC CHARTER,Harris,101,True,2009,2018,,False,,
101814,THE VARNETT PUBLIC SCHOOL,Harris,101,True,2009,2025,,False,,
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,Harris,101,True,2009,2025,,False,,
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHT,Harris,101,True,2009,2025,,False,AMIGOS POR VIDA-FRIENDS FOR LIFE P,
101820,BENJI'S SPECIAL EDUCATIONAL ACADEM,Harris,101,True,2009,2009,,False,,
101821,HOUSTON HEIGHTS HIGH SCHOOL,Harris,101,True,2009,2025,,False,,
101822,JAMIE'S HOUSE CHARTER SCHOOL,Harris,101,True,2009,2013,,False,,
101823,CHILDREN FIRST ACADEMY OF HOUSTON,Harris,101,True,2009,2010,,False,,
101828,HOUSTON GATEWAY ACADEMY INC,Harris,101,True,2009,2025,,False,,
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,Harris,101,True,2009,2015,,False,,
101833,LA AMISTAD LOVE & LEARNING ACADEMY,Harris,101,True,2009,2015,,False,,
101834,NORTH HOUSTON H S FOR BUSINESS,Harris,101,True,2009,2009,,False,,
101837,CALVIN NELMS CHARTER SCHOOLS,Harris,101,True,2009,2025,,False,,
101838,SOUTHWEST PUBLIC SCHOOLS,Harris,101,True,2009,2025,,False,SOUTHWEST SCHOOL,
101840,TWO DIMENSIONS PREPARATORY ACADEMY,Harris,101,True,2009,2025,,False,,
101842,COMQUEST ACADEMY,Harris,101,True,2009,2025,,False,,
101845,YES PREP PUBLIC SCHOOLS INC,Harris,101,True,2009,2025,,False,YES PREPARATORY PUBLIC SCHOOLS,
101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,Harris,101,True,2009,2025,,False,HARMONY SCIENCE ACADEMY,
101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,Harris,101,True,2009,2025,,False,BEATRICE MAYES INSTITUTE CHARTER S,
101848,NORTHWEST PREPARATORY,Harris,101,True,2009,2014,,False,,
101849,ACCELERATED INTERMEDIATE ACADEMY,Harris,101,True,2009,2025,,False,,
101850,ZOE LEARNING ACADEMY,Harris,101,True,2009,2016,,False,,
101851,HOUSTON ALTERNATIVE PREPARATORY CH,Harris,101,True,2009,2010,,False,,
101852,JUAN B GALAVIZ CHARTER SCHOOL,Harris,101,True,2009,2012,,False,,
101853,BAKERRIPLEY COMMUNITY SCHOOLS,Harris,101,True,2009,2025,,False,RIPLEY HOUSE CHARTER SCHOOL | PROMISE COMMUNITY SCHOOL,
101854,RICHARD MILBURN ACADEMY (SUBURBAN,Harris,101,True,2009,2014,,False,,
101855,MEYERPARK CHARTER,Harris,101,True,2009,2025,,False,MEYERPARK ELEMENTARY,
101856,DRAW ACADEMY,Harris,101,True,2009,2025,,False,,
101857,HARMONY SCHOOL OF INNOVATION,Harris,101,True,2009,2010,,False,,
101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,Harris,101,True,2009,2025,,False,HARMONY SCHOOL OF EXCELLENCE,
101859,STEP CHARTER SCHOOL,Harris,101,True,2009,2025,,False,STEPPING STONES CHARTER EL,
101860,KIPP SOUTHEAST HOUSTON,Harris,101,True,2009,2013,,False,,
101861,THE RHODES SCHOOL FOR PERFORMING ARTS,Harris,101,True,2009,2025,,False,THE RHODES SCHOOL,
101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,Harris,101,True,2009,2025,,False,HARMONY SCHOOL OF SCIENCE - HOUSTO,
101863,KOINONIA COMMUNITY LEARNING ACADEM,Harris,101,True,2011,2013,,False,,
101864,THE LAWSON ACADEMY,Harris,101,True,2012,2025,,False,WALIPP-TSU PREPARATORY ACADEMY,
101865,VICTORY PREP,Harris,101,True,2011,2015,,False,,
101866,GLOBAL LEARNING VILLAGE,Harris,101,True,2014,2016,,False,,
101867,FALLBROOK COLLEGE PREPARATORY ACAD,Harris,101,True,2013,2015,,False,,
101868,THE PRO-VISION ACADEMY,Harris,101,True,2014,2025,,False,,
101869,C O R E ACADEMY,Harris,101,True,2014,2016,,False,,
101870,BETA ACADEMY,Harris,101,True,2016,2025,,False,,
101871,A+ UNLIMITED POTENTIAL,Harris,101,True,2017,2025,,False,,
101872,ETOILE ACADEMY CHARTER SCHOOL,Harris,101,True,2019,2025,,False,,
101873,YELLOWSTONE COLLEGE PREPARATORY,Harris,101,True,2019,2025,,False,,
101874,LEGACY SCHOOL OF SPORT SCIENCES,Harris,101,True,2019,2025,,False,,
101875,BLOOM ACADEMY CHARTER SCHOOL,Harris,101,True,2020,2025,,False,,
101876,REVE PREPARATORY CHARTER SCHOOL,Harris,101,True,2020,2024,,False,,
101877,ELEVATE COLLEGIATE CHARTER SCHOOL,Harris,101,True,2022,2025,,False,,
101878,HOUSTON CLASSICAL CHARTER SCHOOL,Harris,101,True,2021,2025,,False,,
101881,UP EXCELLENCE ACADEMY,,101,True,2025,2025,,False,,
101902,ALDINE ISD,Harris,101,False,2009,2025,47,True,,
101903,ALIEF ISD,Harris,101,False,2009,2025,52,True,,
101905,CHANNELVIEW ISD,Harris,101,False,2009,2025,604,True,,
101906,CROSBY ISD,Harris,101,False,2009,2025,780,True,,
101907,CYPRESS-FAIRBANKS ISD,Harris,101,False,2009,2025,808,True,,
101908,DEER PARK ISD,Harris,101,False,2009,2025,871,True,,
101909,NORTH FOREST ISD,Harris,101,False,2009,2013,2665,False,,
101910,GALENA PARK ISD,Harris,101,False,2009,2025,1269,True,,
101911,GOOSE CREEK CISD,Harris,101,False,2009,2025,1336,True,,
101912,HOUSTON ISD,Harris,101,False,2009,2025,1792,True,,
101913,HUMBLE ISD,Harris,101,False,2009,2025,1813,True,,
101914,KATY ISD,Harris,101,False,2009,2025,1951,True,,
101915,KLEIN ISD,Harris,101,False,2009,2025,2008,True,,
101916,LA PORTE ISD,Harris,101,False,2009,2025,2077,True,,
101917,PASADENA ISD,Harris,101,False,2009,2025,2855,True,,
101919,SPRING ISD,Harris,101,False,2009,2025,3419,True,,
101920,SPRING BRANCH ISD,Harris,101,False,2009,2025,3415,True,,
101921,TOMBALL ISD,Harris,101,False,2009,2025,3603,True,,
101924,SHELDON ISD,Harris,101,False,2009,2025,3325,True,,
101925,HUFFMAN ISD,Harris,101,False,2009,2025,1808,True,,
102901,KARNACK ISD,Harrison,102,False,2009,2025,1945,True,,
102902,MARSHALL ISD,Harrison,102,False,2009,2025,2340,True,,
102903,WASKOM ISD,Harrison,102,False,2009,2025,3791,True,,
102904,HALLSVILLE ISD,Harrison,102,False,2009,2025,1451,True,,
102905,HARLETON ISD,Harrison,102,False,2009,2025,1476,True,,
102906,ELYSIAN FIELDS ISD,Harrison,102,False,2009,2025,1041,True,,
103901,CHANNING ISD,Hartley,103,False,2009,2025,606,True,,
103902,HARTLEY ISD,Hartley,103,False,2009,2025,1683,True,,
104901,HASKELL CISD,Haskell,104,False,2009,2025,1686,True,,
104903,RULE ISD,Haskell,104,False,2009,2025,,True,,
104907,PAINT CREEK ISD,Haskell,104,False,2009,2025,2813,True,,
105801,KATHERINE ANNE PORTER SCHOOL,Hays,105,True,2009,2025,,False,,
105802,TEXAS PREPARATORY SCHOOL,Hays,105,True,2009,2025,,False,,
105803,KI CHARTER,Hays,105,True,2016,2025,,False,KI CHARTER ACADEMY,
105804,DORAL ACADEMY OF TEXAS,Hays,105,True,2023,2025,,False,,
105902,SAN MARCOS CISD,Hays,105,False,2009,2025,3250,True,,
105904,DRIPPING SPRINGS ISD,Hays,105,False,2009,2025,939,True,,
105905,WIMBERLEY ISD,Hays,105,False,2009,2025,3932,True,,
105906,HAYS CISD,Hays,105,False,2009,2025,1696,True,,
106901,CANADIAN ISD,Hemphill,106,False,2009,2025,548,True,,
107901,ATHENS ISD,Henderson,107,False,2009,2025,130,True,,
107902,BROWNSBORO ISD,Henderson,107,False,2009,2025,404,True,,
107904,CROSS ROADS ISD,Henderson,107,False,2009,2025,786,True,,
107905,EUSTACE ISD,Henderson,107,False,2009,2025,1057,True,,
107906,MALAKOFF ISD,Henderson,107,False,2009,2025,2315,True,,
107907,TRINIDAD ISD,Henderson,107,False,2009,2025,3649,True,,
107908,MURCHISON ISD,Henderson,107,False,2009,2025,2562,True,,
107910,LAPOYNOR ISD,Henderson,107,False,2009,2025,2078,True,,La Poynor ISD
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,Hidalgo,108,True,2009,2014,,False,ONE STOP MULTISERVICE CHARTER SCHO | INFORMATION REFERRAL RESOURCE ASSI,
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,108,True,2009,2025,,False,TECHNOLOGY EDUCATION CHARTER HIGH | SOUTH TEXAS EDUCATIONAL TECHNOLOGI,
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE V,Hidalgo,108,True,2009,2025,,False,MID-VALLEY ACADEMY | MIDVALLEY ACADEMY CHARTER DISTRICT | TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,
108807,IDEA PUBLIC SCHOOLS,Hidalgo,108,True,2009,2025,,False,IDEA  PUBLIC SCHOOLS,
108808,VANGUARD ACADEMY,Hidalgo,108,True,2009,2025,,False,,
108809,EXCELLENCE IN LEADERSHIP ACADEMY,Hidalgo,108,True,2013,2025,,False,,
108810,BRILLANTE ACADEMY,Hidalgo,108,True,2024,2025,,False,,
108902,DONNA ISD,Hidalgo,108,False,2009,2025,931,True,,
108903,EDCOUCH-ELSA ISD,Hidalgo,108,False,2009,2025,1001,True,,
108904,EDINBURG CISD,Hidalgo,108,False,2009,2025,1009,True,,
108905,HIDALGO ISD,Hidalgo,108,False,2009,2025,1736,True,,
108906,MCALLEN ISD,Hidalgo,108,False,2009,2025,2366,True,,
108907,MERCEDES ISD,Hidalgo,108,False,2009,2025,2410,True,,
108908,MISSION CISD,Hidalgo,108,False,2009,2025,2461,True,,
108909,PHARR-SAN JUAN-ALAMO ISD,Hidalgo,108,False,2009,2025,2896,True,,
108910,PROGRESO ISD,Hidalgo,108,False,2009,2025,2973,True,,
108911,SHARYLAND ISD,Hidalgo,108,False,2009,2025,3321,True,,
108912,LA JOYA ISD,Hidalgo,108,False,2009,2025,2073,True,,
108913,WESLACO ISD,Hidalgo,108,False,2009,2025,3813,True,,
108914,LA VILLA ISD,Hidalgo,108,False,2009,2025,2085,True,,
108915,MONTE ALTO ISD,Hidalgo,108,False,2009,2025,2472,True,,
108916,VALLEY VIEW ISD,Hidalgo,108,False,2009,2025,3722,True,,Valley View ISDb
109901,ABBOTT ISD,Hill,109,False,2009,2025,24,True,,
109902,BYNUM ISD,Hill,109,False,2009,2025,453,True,,
109903,COVINGTON ISD,Hill,109,False,2009,2025,763,True,,
109904,HILLSBORO ISD,Hill,109,False,2009,2025,1756,True,,
109905,HUBBARD ISD,Hill,109,False,2009,2025,1801,True,,Hubbard ISDb
109907,ITASCA ISD,Hill,109,False,2009,2025,1870,True,,
109908,MALONE ISD,Hill,109,False,2009,2025,2317,True,,
109910,MOUNT CALM ISD,Hill,109,False,2009,2025,2542,True,,
109911,WHITNEY ISD,Hill,109,False,2009,2025,3893,True,,
109912,AQUILLA ISD,Hill,109,False,2009,2025,108,True,,
109913,BLUM ISD,Hill,109,False,2009,2025,321,True,,
109914,PENELOPE ISD,Hill,109,False,2009,2025,2878,True,,
110901,ANTON ISD,Hockley,110,False,2009,2025,104,True,,
110902,LEVELLAND ISD,Hockley,110,False,2009,2025,2157,True,,
110905,ROPES ISD,Hockley,110,False,2009,2025,3135,True,,
110906,SMYER ISD,Hockley,110,False,2009,2025,3362,True,,
110907,SUNDOWN ISD,Hockley,110,False,2009,2025,3474,True,,
110908,WHITHARRAL ISD,Hockley,110,False,2009,2025,3890,True,,
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,Hood,111,True,2019,2025,,False,LAKE GRANBURY ACADEMY CHARTER SCHO,
111901,GRANBURY ISD,Hood,111,False,2009,2025,1349,True,,
111902,LIPAN ISD,Hood,111,False,2009,2025,2183,True,,
111903,TOLAR ISD,Hood,111,False,2009,2025,3597,True,,
112901,SULPHUR SPRINGS ISD,Hopkins,112,False,2009,2025,3470,True,,
112905,CUMBY COLLEGIATE ISD,Hopkins,112,False,2009,2025,802,True,CUMBY ISD,Cumby ISD
112906,NORTH HOPKINS ISD,Hopkins,112,False,2009,2025,2668,True,,
112907,MILLER GROVE ISD,Hopkins,112,False,2009,2025,2448,True,,
112908,COMO-PICKTON CISD,Hopkins,112,False,2009,2025,719,True,,
112909,SALTILLO ISD,Hopkins,112,False,2009,2025,,True,,
112910,SULPHUR BLUFF ISD,Hopkins,112,False,2009,2025,3467,True,,
113901,CROCKETT ISD,Houston,113,False,2009,2025,778,True,,
113902,GRAPELAND ISD,Houston,113,False,2009,2025,1370,True,,
113903,LOVELADY ISD,Houston,113,False,2009,2025,2238,True,,
113905,LATEXO ISD,Houston,113,False,2009,2025,2130,True,,
113906,KENNARD ISD,Houston,113,False,2009,2025,1977,True,,
114901,BIG SPRING ISD,Howard,114,False,2009,2025,291,True,,
114902,COAHOMA ISD,Howard,114,False,2009,2025,667,True,,
114904,FORSAN ISD,Howard,114,False,2009,2025,1137,True,,
115901,FT HANCOCK ISD,Hudspeth,115,False,2009,2025,1228,True,,
115902,SIERRA BLANCA ISD,Hudspeth,115,False,2009,2025,3338,True,,
115903,DELL CITY ISD,Hudspeth,115,False,2009,2025,,True,,
116801,PHOENIX CHARTER SCHOOL,Hunt,116,True,2009,2014,,False,,
116901,CADDO MILLS ISD,Hunt,116,False,2009,2025,520,True,,
116902,CELESTE ISD,Hunt,116,False,2009,2025,582,True,,
116903,COMMERCE ISD,Hunt,116,False,2009,2025,716,True,,
116905,GREENVILLE ISD,Hunt,116,False,2009,2025,1383,True,,
116906,LONE OAK ISD,Hunt,116,False,2009,2025,2217,True,,
116908,QUINLAN ISD,Hunt,116,False,2009,2025,2988,True,,
116909,WOLFE CITY ISD,Hunt,116,False,2009,2025,3955,True,,
116910,CAMPBELL ISD,Hunt,116,False,2009,2025,546,True,,
116915,BLAND ISD,Hunt,116,False,2009,2025,304,True,,
116916,BOLES ISD,Hunt,116,False,2009,2025,325,True,,
117901,BORGER ISD,Hutchinson,117,False,2009,2025,337,True,,
117903,SANFORD-FRITCH ISD,Hutchinson,117,False,2009,2025,3264,True,,
117904,PLEMONS-STINNETT-PHILLIPS CISD,Hutchinson,117,False,2009,2025,2922,True,,
117907,SPRING CREEK ISD,Hutchinson,117,False,2009,2023,,False,,
118902,IRION COUNTY ISD,Irion,118,False,2009,2025,1860,True,,Irion Co ISD
119901,BRYSON ISD,Jack,119,False,2009,2025,417,True,,
119902,JACKSBORO ISD,Jack,119,False,2009,2025,1890,True,,
119903,PERRIN-WHITT CISD,Jack,119,False,2009,2025,2883,True,,
120901,EDNA ISD,Jackson,120,False,2009,2025,1013,True,,
120902,GANADO ISD,Jackson,120,False,2009,2025,1281,True,,
120905,INDUSTRIAL ISD,Jackson,120,False,2009,2025,1842,True,,
121902,BROOKELAND ISD,Jasper,121,False,2009,2025,,True,,
121903,BUNA ISD,Jasper,121,False,2009,2025,429,True,,
121904,JASPER ISD,Jasper,121,False,2009,2025,1900,True,,
121905,KIRBYVILLE CISD,Jasper,121,False,2009,2025,2005,True,,
121906,EVADALE ISD,Jasper,121,False,2009,2025,1058,True,,
122901,FT DAVIS ISD,Jeff Davis,122,False,2009,2025,1227,True,,
122902,VALENTINE ISD,Jeff Davis,122,False,2009,2025,,True,,
123801,ACADEMY OF BEAUMONT,Jefferson,123,True,2009,2009,,False,,
123803,TEKOA ACADEMY OF ACCELERATED STUDIES STE,Jefferson,123,True,2009,2025,,False,TEKOA ACADEMY OF ACCELERATED STUDI,
123804,RICHARD MILBURN ACADEMY (BEAUMONT),Jefferson,123,True,2009,2010,,False,,
123805,EHRHART SCHOOL,Jefferson,123,True,2009,2025,,False,,
123806,HARMONY SCIENCE ACAD (BEAUMONT),Jefferson,123,True,2009,2010,,False,,
123807,BOB HOPE SCHOOL,Jefferson,123,True,2010,2025,,False,,
123905,NEDERLAND ISD,Jefferson,123,False,2009,2025,2613,True,,
123907,PORT ARTHUR ISD,Jefferson,123,False,2009,2025,2937,True,,
123908,PORT NECHES-GROVES ISD,Jefferson,123,False,2009,2025,2942,True,,
123910,BEAUMONT ISD,Jefferson,123,False,2009,2025,240,True,,
123913,SABINE PASS ISD,Jefferson,123,False,2009,2025,3208,True,,
123914,HAMSHIRE-FANNETT ISD,Jefferson,123,False,2009,2025,1460,True,,
124901,JIM HOGG COUNTY ISD,Jim Hogg,124,False,2009,2025,1913,True,,
125901,ALICE ISD,Jim Wells,125,False,2009,2025,51,True,,
125902,BEN BOLT-PALITO BLANCO ISD,Jim Wells,125,False,2009,2025,268,True,,
125903,ORANGE GROVE ISD,Jim Wells,125,False,2009,2025,2772,True,,
125905,PREMONT ISD,Jim Wells,125,False,2009,2025,2962,True,,
125906,LA GLORIA ISD,Jim Wells,125,False,2009,2025,,True,,
126801,KAUFFMAN LEADERSHIP ACADEMY,Johnson,126,True,2017,2019,,False,,
126901,ALVARADO ISD,Johnson,126,False,2009,2025,63,True,,
126902,BURLESON ISD,Johnson,126,False,2009,2025,439,True,,
126903,CLEBURNE ISD,Johnson,126,False,2009,2025,656,True,,
126904,GRANDVIEW ISD,Johnson,126,False,2009,2025,1361,True,,
126905,JOSHUA ISD,Johnson,126,False,2009,2025,1929,True,,
126906,KEENE ISD,Johnson,126,False,2009,2025,1960,True,,
126907,RIO VISTA ISD,Johnson,126,False,2009,2025,3094,True,,
126908,VENUS ISD,Johnson,126,False,2009,2025,3733,True,,
126911,GODLEY ISD,Johnson,126,False,2009,2025,1318,True,,
127901,ANSON ISD,Jones,127,False,2009,2025,100,True,,
127903,HAMLIN COLLEGIATE ISD,Jones,127,False,2009,2025,1459,True,HAMLIN ISD,Hamlin ISD
127904,HAWLEY ISD,Jones,127,False,2009,2025,1694,True,,
127905,LUEDERS-AVOCA ISD,Jones,127,False,2009,2025,2250,True,,
127906,STAMFORD ISD,Jones,127,False,2009,2025,3435,True,,
128901,KARNES CITY ISD,Karnes,128,False,2009,2025,1947,True,,
128902,KENEDY ISD,Karnes,128,False,2009,2025,1974,True,,
128903,RUNGE ISD,Karnes,128,False,2009,2025,3163,True,,
128904,FALLS CITY ISD,Karnes,128,False,2009,2025,1093,True,,
129901,CRANDALL ISD,Kaufman,129,False,2009,2025,765,True,,
129902,FORNEY ISD,Kaufman,129,False,2009,2025,1135,True,,
129903,KAUFMAN ISD,Kaufman,129,False,2009,2025,1958,True,,
129904,KEMP ISD,Kaufman,129,False,2009,2025,1966,True,,
129905,MABANK ISD,Kaufman,129,False,2009,2025,2307,True,,
129906,TERRELL ISD,Kaufman,129,False,2009,2025,3553,True,,
129910,SCURRY-ROSSER ISD,Kaufman,129,False,2009,2025,3294,True,,
130801,MEADOWLAND CHARTER DISTRICT,Kendall,130,True,2009,2025,,False,MEADOWLAND CHARTER SCHOOL,
130901,BOERNE ISD,Kendall,130,False,2009,2025,323,True,,
130902,COMFORT ISD,Kendall,130,False,2009,2025,714,True,,
131001,KENEDY COUNTY WIDE CSD,Kenedy,131,False,2009,2025,1973,True,,
132902,JAYTON-GIRARD ISD,Kent,132,False,2009,2025,1902,True,,
133901,CENTER POINT ISD,Kerr,133,False,2009,2025,588,True,,
133902,HUNT ISD,Kerr,133,False,2009,2025,1816,True,,
133903,KERRVILLE ISD,Kerr,133,False,2009,2025,1987,True,,
133904,INGRAM ISD,Kerr,133,False,2009,2025,1849,True,,
133905,DIVIDE ISD,Kerr,133,False,2009,2025,,True,,
134901,JUNCTION ISD,Kimble,134,False,2009,2025,,True,,
135001,GUTHRIE CSD,King,135,False,2009,2025,1409,True,,
136901,BRACKETT ISD,Kinney,136,False,2009,2025,348,True,,
137901,KINGSVILLE ISD,Kleberg,137,False,2009,2025,2000,True,,
137902,RICARDO ISD,Kleberg,137,False,2009,2025,3069,True,,
137903,RIVIERA ISD,Kleberg,137,False,2009,2025,,True,,
137904,SANTA GERTRUDIS ISD,Kleberg,137,False,2009,2025,3274,True,,
138902,KNOX CITY-O'BRIEN CISD,Knox,138,False,2009,2025,2013,True,,Knox City-O'Brien ISD
138903,MUNDAY CISD,Knox,138,False,2009,2025,2560,True,,
138904,BENJAMIN ISD,Knox,138,False,2009,2025,274,True,,
139905,CHISUM ISD,Lamar,139,False,2009,2025,630,True,,
139908,ROXTON ISD,Lamar,139,False,2009,2019,3155,False,,
