district_number,district_name,county,county_code,is_charter,first_year,last_year,brb_id,has_boundary,former_names,aliases
139909,PARIS ISD,Lamar,139,False,2009,2025,2845,True,,
139911,NORTH LAMAR ISD,Lamar,139,False,2009,2025,2669,True,,
139912,PRAIRILAND ISD,Lamar,139,False,2009,2025,2960,True,,
140901,AMHERST ISD,Lamb,140,False,2009,2025,,True,,
140904,LITTLEFIELD ISD,Lamb,140,False,2009,2025,2191,True,,
140905,OLTON ISD,Lamb,140,False,2009,2025,2761,True,,
140907,SPRINGLAKE-EARTH ISD,Lamb,140,False,2009,2025,,True,,
140908,SUDAN ISD,Lamb,140,False,2009,2025,3464,True,,
141901,LAMPASAS ISD,Lampasas,141,False,2009,2025,2120,True,,
141902,LOMETA ISD,Lampasas,141,False,2009,2025,2214,True,,
142901,COTULLA ISD,La Salle,142,False,2009,2025,758,True,,
143901,HALLETTSVILLE ISD,Lavaca,143,False,2009,2025,1447,True,,
143902,MOULTON ISD,Lavaca,143,False,2009,2025,2540,True,,
143903,SHINER ISD,Lavaca,143,False,2009,2025,3333,True,,
143904,VYSEHRAD ISD,Lavaca,143,False,2009,2025,,False,,
143905,SWEET HOME ISD,Lavaca,143,False,2009,2025,3489,True,,
143906,EZZELL ISD,Lavaca,143,False,2009,2025,1066,True,,
144901,GIDDINGS ISD,Lee,144,False,2009,2025,1304,True,,
144902,LEXINGTON ISD,Lee,144,False,2009,2025,2162,True,,
144903,DIME BOX ISD,Lee,144,False,2009,2025,919,True,,
145901,BUFFALO ISD,Leon,145,False,2009,2025,424,True,,
145902,CENTERVILLE ISD,Leon,145,False,2009,2025,591,True,,Centerville ISDa
145906,NORMANGEE ISD,Leon,145,False,2009,2025,2660,True,,
145907,OAKWOOD ISD,Leon,145,False,2009,2025,2744,True,,
145911,LEON ISD,Leon,145,False,2009,2025,2150,True,,
146901,CLEVELAND ISD,Liberty,146,False,2009,2025,658,True,,
146902,DAYTON ISD,Liberty,146,False,2009,2025,853,True,,
146903,DEVERS ISD,Liberty,146,False,2009,2025,906,True,,
146904,HARDIN ISD,Liberty,146,False,2009,2025,1472,True,,
146905,HULL-DAISETTA ISD,Liberty,146,False,2009,2025,1811,True,,
146906,LIBERTY ISD,Liberty,146,False,2009,2025,2169,True,,
146907,TARKINGTON ISD,Liberty,146,False,2009,2025,3526,True,,
147901,COOLIDGE ISD,Limestone,147,False,2009,2025,731,True,,
147902,GROESBECK ISD,Limestone,147,False,2009,2025,1392,True,,
147903,MEXIA ISD,Limestone,147,False,2009,2025,2423,True,,
148901,BOOKER ISD,Lipscomb,148,False,2009,2025,333,True,,
148902,FOLLETT ISD,Lipscomb,148,False,2009,2025,1131,True,,
148903,HIGGINS ISD,Lipscomb,148,False,2009,2020,1739,False,,
148905,DARROUZETT ISD,Lipscomb,148,False,2009,2025,847,True,,
149901,GEORGE WEST ISD,Live Oak,149,False,2009,2025,1297,True,,
149902,THREE RIVERS ISD,Live Oak,149,False,2009,2025,3579,True,,
150901,LLANO ISD,Llano,150,False,2009,2025,2204,True,,
152802,RISE ACADEMY,Lubbock,152,True,2009,2025,,False,,
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,Lubbock,152,True,2009,2025,,False,SOUTH PLAINS | SOUTH PLAINS ACADEMY CHARTER DISTR | TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,
152805,HARMONY SCIENCE ACAD (LUBBOCK),Lubbock,152,True,2009,2014,,False,,
152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNO,Lubbock,152,True,2020,2025,,False,BETTY M CONDRA SCHOOL FOR EDUCATIO,
152901,LUBBOCK ISD,Lubbock,152,False,2009,2025,2245,True,,
152902,NEW DEAL ISD,Lubbock,152,False,2009,2025,2625,True,,
152903,SLATON ISD,Lubbock,152,False,2009,2025,3351,True,,
152906,LUBBOCK-COOPER ISD,Lubbock,152,False,2009,2025,2247,True,,
152907,FRENSHIP ISD,Lubbock,152,False,2009,2025,1213,True,,
152908,ROOSEVELT ISD,Lubbock,152,False,2009,2025,3134,True,,
152909,SHALLOWATER ISD,Lubbock,152,False,2009,2025,3318,True,,
152910,IDALOU ISD,Lubbock,152,False,2009,2025,1839,True,,
153903,O'DONNELL ISD,Lynn,153,False,2009,2025,2725,True,,
153904,TAHOKA ISD,Lynn,153,False,2009,2025,3522,True,,
153905,NEW HOME ISD,Lynn,153,False,2009,2025,2629,True,,
153907,WILSON ISD,Lynn,153,False,2009,2025,3930,True,,
154901,MADISONVILLE CISD,Madison,154,False,2009,2025,2311,True,,
154903,NORTH ZULCH ISD,Madison,154,False,2009,2025,2676,True,,
155901,JEFFERSON ISD,Marion,155,False,2009,2025,1908,True,,
156902,STANTON ISD,Martin,156,False,2009,2025,3437,True,,
156905,GRADY ISD,Martin,156,False,2009,2025,1343,True,,
157901,MASON ISD,Mason,157,False,2009,2025,2350,True,,
158901,BAY CITY ISD,Matagorda,158,False,2009,2025,228,True,,
158902,TIDEHAVEN ISD,Matagorda,158,False,2009,2025,3584,True,,
158904,MATAGORDA ISD,Matagorda,158,False,2009,2025,2354,True,,
158905,PALACIOS ISD,Matagorda,158,False,2009,2025,2817,True,,
158906,VAN VLECK ISD,Matagorda,158,False,2009,2025,3728,True,,
159901,EAGLE PASS ISD,Maverick,159,False,2009,2025,976,True,,
160901,BRADY ISD,Mcculloch,160,False,2009,2025,351,True,,
160904,ROCHELLE ISD,Mcculloch,160,False,2009,2025,3114,True,,
160905,LOHN ISD,Mcculloch,160,False,2009,2025,2212,True,,
161801,WACO CHARTER SCHOOL,Mclennan,161,True,2009,2023,,False,,
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,Mclennan,161,True,2009,2025,,False,,
161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,Mclennan,161,True,2009,2025,,False,HARMONY SCIENCE ACAD (WACO),
161901,CRAWFORD ISD,Mclennan,161,False,2009,2025,772,True,,
161903,MIDWAY ISD,Mclennan,161,False,2009,2025,2438,True,,Midway ISDb
161906,LA VEGA ISD,Mclennan,161,False,2009,2025,2081,True,,
161907,LORENA ISD,Mclennan,161,False,2009,2025,2227,True,,
161908,MART ISD,Mclennan,161,False,2009,2025,2342,True,,
161909,MCGREGOR ISD,Mclennan,161,False,2009,2025,2374,True,,
161910,MOODY ISD,Mclennan,161,False,2009,2025,2520,True,,
161912,RIESEL ISD,Mclennan,161,False,2009,2025,3086,True,,
161914,WACO ISD,Mclennan,161,False,2009,2025,3766,True,,
161916,WEST ISD,Mclennan,161,False,2009,2025,3836,True,,
161918,AXTELL ISD,Mclennan,161,False,2009,2025,150,True,,
161919,BRUCEVILLE-EDDY ISD,Mclennan,161,False,2009,2025,411,True,,
161920,CHINA SPRING ISD,Mclennan,161,False,2009,2025,627,True,,
161921,CONNALLY ISD,Mclennan,161,False,2009,2025,724,True,,
161922,ROBINSON ISD,Mclennan,161,False,2009,2025,3109,True,,
161923,BOSQUEVILLE ISD,Mclennan,161,False,2009,2025,339,True,,
161924,HALLSBURG ISD,Mclennan,161,False,2009,2025,1449,True,,
161925,GHOLSON ISD,Mclennan,161,False,2009,2025,,True,,
162904,MCMULLEN COUNTY ISD,Mcmullen,162,False,2009,2025,2385,True,,
163901,DEVINE ISD,Medina,163,False,2009,2025,908,True,,
163902,D'HANIS ISD,Medina,163,False,2009,2025,809,True,,
163903,NATALIA ISD,Medina,163,False,2009,2025,2600,True,,
163904,HONDO ISD,Medina,163,False,2009,2025,1770,True,,
163908,MEDINA VALLEY ISD,Medina,163,False,2009,2025,2396,True,,
164901,MENARD ISD,Menard,164,False,2009,2025,2408,True,,
165802,MIDLAND ACADEMY CHARTER SCHOOL,Midland,165,True,2009,2025,,False,,
165901,MIDLAND ISD,Midland,165,False,2009,2025,2433,True,,
165902,GREENWOOD ISD,Midland,165,False,2009,2025,1384,True,,
166901,CAMERON ISD,Milam,166,False,2009,2025,542,True,,
166902,GAUSE ISD,Milam,166,False,2009,2025,1295,True,,
166903,MILANO ISD,Milam,166,False,2009,2025,2441,True,,
166904,ROCKDALE ISD,Milam,166,False,2009,2025,3119,True,,
166905,THORNDALE ISD,Milam,166,False,2009,2025,3573,True,,
166907,BUCKHOLTS ISD,Milam,166,False,2009,2025,419,True,,
167901,GOLDTHWAITE ISD,Mills,167,False,2009,2025,1322,True,,
167902,MULLIN ISD,Mills,167,False,2009,2025,2557,True,,
167903,STAR ISD,Mills,167,False,2009,2014,,False,,
167904,PRIDDY ISD,Mills,167,False,2009,2025,2967,True,,
168901,COLORADO ISD,Mitchell,168,False,2009,2025,699,True,,
168902,LORAINE ISD,Mitchell,168,False,2009,2025,2225,True,,
168903,WESTBROOK ISD,Mitchell,168,False,2009,2025,,True,,
169901,BOWIE ISD,Montague,169,False,2009,2025,345,True,,
169902,NOCONA ISD,Montague,169,False,2009,2025,2651,True,,
169906,GOLD BURG ISD,Montague,169,False,2009,2025,1319,True,,
169908,MONTAGUE ISD,Montague,169,False,2009,2025,,True,,
169909,PRAIRIE VALLEY ISD,Montague,169,False,2009,2025,,True,,
169910,FORESTBURG ISD,Montague,169,False,2009,2025,1133,True,,
169911,SAINT JO ISD,Montague,169,False,2009,2025,3216,True,,
170801,TEXAS SERENITY ACADEMY,Montgomery,170,True,2009,2022,,False,,
170802,THRIVE CENTER FOR SUCCESS,Montgomery,170,True,2023,2025,,False,,
170902,CONROE ISD,Montgomery,170,False,2009,2025,726,True,,
170903,MONTGOMERY ISD,Montgomery,170,False,2009,2025,2518,True,,
170904,WILLIS ISD,Montgomery,170,False,2009,2025,3920,True,,
170906,MAGNOLIA ISD,Montgomery,170,False,2009,2025,2313,True,,
170907,SPLENDORA ISD,Montgomery,170,False,2009,2025,3412,True,,
170908,NEW CANEY ISD,Montgomery,170,False,2009,2025,2622,True,,
171901,DUMAS ISD,Moore,171,False,2009,2025,945,True,,
171902,SUNRAY COLLEGIATE ISD,Moore,171,False,2009,2025,3478,True,SUNRAY ISD,Sunray ISD
172902,DAINGERFIELD-LONE STAR ISD,Morris,172,False,2009,2025,826,True,,
172905,PEWITT CISD,Morris,172,False,2009,2025,2892,True,,Pewitt ISD
173901,MOTLEY COUNTY ISD,Motley,173,False,2009,2025,,True,,
174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTE,Nacogdoches,174,True,2009,2025,,False,STEPHEN F AUSTIN STATE UNIVERSITY,
174901,CHIRENO ISD,Nacogdoches,174,False,2009,2025,629,True,,
174902,CUSHING ISD,Nacogdoches,174,False,2009,2025,805,True,,
174903,GARRISON ISD,Nacogdoches,174,False,2009,2025,1288,True,,
174904,NACOGDOCHES ISD,Nacogdoches,174,False,2009,2025,2595,True,,
174906,WODEN ISD,Nacogdoches,174,False,2009,2025,3953,True,,
174908,CENTRAL HEIGHTS ISD,Nacogdoches,174,False,2009,2025,594,True,,
174909,MARTINSVILLE ISD,Nacogdoches,174,False,2009,2025,2347,True,,
174910,ETOILE ISD,Nacogdoches,174,False,2009,2022,1052,False,,
174911,DOUGLASS ISD,Nacogdoches,174,False,2009,2025,935,True,,
175902,BLOOMING GROVE ISD,Navarro,175,False,2009,2025,311,True,,
175903,CORSICANA ISD,Navarro,175,False,2009,2025,749,True,,
175904,DAWSON ISD,Navarro,175,False,2009,2025,851,True,,Dawson ISDb
175905,FROST ISD,Navarro,175,False,2009,2025,1224,True,,
175907,KERENS ISD,Navarro,175,False,2009,2025,1982,True,,
175910,MILDRED ISD,Navarro,175,False,2009,2025,2443,True,,
175911,RICE ISD,Navarro,175,False,2009,2025,3073,True,,
176901,BURKEVILLE ISD,Newton,176,False,2009,2025,435,True,,
176902,NEWTON ISD,Newton,176,False,2009,2025,2643,True,,
176903,DEWEYVILLE ISD,Newton,176,False,2009,2025,910,True,,
177901,ROSCOE COLLEGIATE ISD,Nolan,177,False,2009,2025,3138,True,ROSCOE ISD,
177902,SWEETWATER ISD,Nolan,177,False,2009,2025,3491,True,,
177903,BLACKWELL CISD,Nolan,177,False,2009,2025,299,True,,
177905,HIGHLAND ISD,Nolan,177,False,2009,2025,1744,True,,
178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,Nueces,178,True,2009,2025,,False,DR M L GARZA-GONZALEZ CHARTER SCHO,
178802,SEASHORE LEARNING CTR CHARTER,Nueces,178,True,2009,2010,,False,,
178804,RICHARD MILBURN ALTER HIGH SCHOOL,Nueces,178,True,2009,2014,,False,,
178807,CORPUS CHRISTI MONTESSORI SCHOOL,Nueces,178,True,2009,2025,,False,,
178808,SEASHORE CHARTER SCHOOLS,Nueces,178,True,2009,2025,,False,SEASHORE MIDDLE ACAD,
178809,SCHOOL OF SCIENCE AND TECHNOLOGY C,Nueces,178,True,2010,2012,,False,,
178901,AGUA DULCE ISD,Nueces,178,False,2009,2025,38,True,,
178902,BISHOP CISD,Nueces,178,False,2009,2025,295,True,,
178903,CALALLEN ISD,Nueces,178,False,2009,2025,521,True,,
178904,CORPUS CHRISTI ISD,Nueces,178,False,2009,2025,744,True,,
178905,DRISCOLL ISD,Nueces,178,False,2009,2025,941,True,,
178906,LONDON ISD,Nueces,178,False,2009,2025,2215,True,,
178908,PORT ARANSAS ISD,Nueces,178,False,2009,2025,2935,True,,
178909,ROBSTOWN ISD,Nueces,178,False,2009,2025,3111,True,,
178912,TULOSO-MIDWAY ISD,Nueces,178,False,2009,2025,3664,True,,
178913,BANQUETE ISD,Nueces,178,False,2009,2025,215,True,,
178914,FLOUR BLUFF ISD,Nueces,178,False,2009,2025,1122,True,,
178915,WEST OSO ISD,Nueces,178,False,2009,2025,3842,True,,
179901,PERRYTON ISD,Ochiltree,179,False,2009,2025,2885,True,,
180901,BOYS RANCH ISD,Oldham,180,False,2009,2025,,True,,
180902,VEGA ISD,Oldham,180,False,2009,2025,3731,True,,
180903,ADRIAN ISD,Oldham,180,False,2009,2025,36,True,,
180904,WILDORADO ISD,Oldham,180,False,2009,2025,3902,True,,
181901,BRIDGE CITY ISD,Orange,181,False,2009,2025,382,True,,
181905,ORANGEFIELD ISD,Orange,181,False,2009,2025,2773,True,,
181906,WEST ORANGE-COVE CISD,Orange,181,False,2009,2025,3841,True,,
181907,VIDOR ISD,Orange,181,False,2009,2025,3742,True,,
181908,LITTLE CYPRESS-MAURICEVILLE CISD,Orange,181,False,2009,2025,2186,True,,
182901,GORDON ISD,Palo Pinto,182,False,2009,2025,1338,True,,
182902,GRAFORD ISD,Palo Pinto,182,False,2009,2025,1345,True,,
182903,MINERAL WELLS ISD,Palo Pinto,182,False,2009,2025,2457,True,,
182904,SANTO ISD,Palo Pinto,182,False,2009,2025,3280,True,,
182905,STRAWN ISD,Palo Pinto,182,False,2009,2025,3461,True,,
182906,PALO PINTO ISD,Palo Pinto,182,False,2009,2025,2829,True,,
183801,PANOLA CHARTER SCHOOL,Panola,183,True,2009,2025,,False,,
183901,BECKVILLE ISD,Panola,183,False,2009,2025,242,True,,
183902,CARTHAGE ISD,Panola,183,False,2009,2025,567,True,,
183904,GARY ISD,Panola,183,False,2009,2025,1290,True,,
184801,CROSSTIMBERS ACADEMY,Parker,184,True,2009,2025,,False,,
184901,POOLVILLE ISD,Parker,184,False,2009,2025,2933,True,,
184902,SPRINGTOWN ISD,Parker,184,False,2009,2025,3426,True,,
184903,WEATHERFORD ISD,Parker,184,False,2009,2025,3797,True,,
184904,MILLSAP ISD,Parker,184,False,2009,2025,2453,True,,
184907,ALEDO ISD,Parker,184,False,2009,2025,49,True,,
184908,PEASTER ISD,Parker,184,False,2009,2025,2868,True,,
184909,BROCK ISD,Parker,184,False,2009,2025,388,True,,
184911,GARNER ISD,Parker,184,False,2009,2025,1285,True,,
185901,BOVINA ISD,Parmer,185,False,2009,2025,341,True,,
185902,FARWELL ISD,Parmer,185,False,2009,2025,1104,True,,
185903,FRIONA ISD,Parmer,185,False,2009,2025,1219,True,,
185904,LAZBUDDIE ISD,Parmer,185,False,2009,2025,2136,True,,
186901,BUENA VISTA ISD,Pecos,186,False,2009,2025,421,True,,
186902,FORT STOCKTON ISD,Pecos,186,False,2009,2025,1229,True,,
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,Pecos,186,False,2009,2025,1857,True,IRAAN-SHEFFIELD ISD,Iraan-Sheffield ISD
187901,BIG SANDY ISD,Polk,187,False,2009,2025,288,True,,Big Sandy ISDa
187903,GOODRICH ISD,Polk,187,False,2009,2025,1335,True,,
187904,CORRIGAN-CAMDEN ISD,Polk,187,False,2009,2025,747,True,,
187906,LEGGETT ISD,Polk,187,False,2009,2025,2148,True,,
187907,LIVINGSTON ISD,Polk,187,False,2009,2025,2197,True,,
187910,ONALASKA ISD,Polk,187,False,2009,2025,2764,True,,
188801,RICHARD MILBURN ACADEMY (AMARILLO),Potter,188,True,2009,2014,,False,,
188901,AMARILLO ISD,Potter,188,False,2009,2025,70,True,,
188902,RIVER ROAD ISD,Potter,188,False,2009,2025,3098,True,,
188903,HIGHLAND PARK ISD,Potter,188,False,2009,2025,1747,True,,Highland Park ISDb
188904,BUSHLAND ISD,Potter,188,False,2009,2025,449,True,,
189901,MARFA ISD,Presidio,189,False,2009,2025,2328,True,,
189902,PRESIDIO ISD,Presidio,189,False,2009,2025,2966,True,,
190903,RAINS ISD,Rains,190,False,2009,2025,3023,True,,
191901,CANYON ISD,Randall,191,False,2009,2025,554,True,,
192901,REAGAN COUNTY ISD,Reagan,192,False,2009,2025,3043,True,,
193801,BIG SPRINGS CHARTER SCHOOL,Real,193,True,2009,2025,,False,,
193902,LEAKEY ISD,Real,193,False,2009,2025,2139,True,,
194902,AVERY ISD,Red River,194,False,2009,2025,146,True,,
194903,RIVERCREST ISD,Red River,194,False,2009,2025,3099,True,,
194904,CLARKSVILLE ISD,Red River,194,False,2009,2025,645,True,,
194905,DETROIT ISD,Red River,194,False,2009,2025,904,True,,
195901,PECOS-BARSTOW-TOYAH ISD,Reeves,195,False,2009,2025,2875,True,,
195902,BALMORHEA ISD,Reeves,195,False,2009,2025,208,True,,
196901,AUSTWELL-TIVOLI ISD,Refugio,196,False,2009,2025,143,True,,
196902,WOODSBORO ISD,Refugio,196,False,2009,2025,3967,True,,
196903,REFUGIO ISD,Refugio,196,False,2009,2025,3062,True,,
197902,MIAMI ISD,Roberts,197,False,2009,2025,2426,True,,
198901,BREMOND ISD,Robertson,198,False,2009,2025,374,True,,
198902,CALVERT ISD,Robertson,198,False,2009,2025,531,True,,
198903,FRANKLIN ISD,Robertson,198,False,2009,2025,1204,True,,
198905,HEARNE ISD,Robertson,198,False,2009,2025,1702,True,,
198906,MUMFORD ISD,Robertson,198,False,2009,2025,,True,,
199901,ROCKWALL ISD,Rockwall,199,False,2009,2025,3125,True,,
199902,ROYSE CITY ISD,Rockwall,199,False,2009,2025,3158,True,,
200901,BALLINGER ISD,Runnels,200,False,2009,2025,205,True,,
200902,MILES ISD,Runnels,200,False,2009,2025,2445,True,,
200904,WINTERS ISD,Runnels,200,False,2009,2025,3950,True,WINTERS  ISD,
200906,OLFEN ISD,Runnels,200,False,2009,2025,2755,True,,
201902,HENDERSON ISD,Rusk,201,False,2009,2025,1721,True,,
201903,LANEVILLE ISD,Rusk,201,False,2009,2025,2123,True,,
201904,LEVERETTS CHAPEL ISD,Rusk,201,False,2009,2025,2158,True,,
201907,MOUNT ENTERPRISE ISD,Rusk,201,False,2009,2025,2544,True,,
201908,OVERTON ISD,Rusk,201,False,2009,2025,2778,True,,
201910,TATUM ISD,Rusk,201,False,2009,2025,3534,True,,
201913,CARLISLE ISD,Rusk,201,False,2009,2025,558,True,,
201914,WEST RUSK COUNTY CONSOLIDATED ISD,Rusk,201,False,2009,2025,3844,True,WEST RUSK ISD,West Rusk County CISD
202903,HEMPHILL ISD,Sabine,202,False,2009,2025,1715,True,,
202905,WEST SABINE ISD,Sabine,202,False,2009,2025,3845,True,,
203901,SAN AUGUSTINE ISD,San Augustine,203,False,2009,2025,3232,True,,
203902,BROADDUS ISD,San Augustine,203,False,2009,2025,387,True,,
204901,COLDSPRING-OAKHURST CISD,San Jacinto,204,False,2009,2025,677,True,,
204904,SHEPHERD ISD,San Jacinto,204,False,2009,2025,3328,True,,
205901,ARANSAS PASS ISD,San Patricio,205,False,2009,2025,112,True,,
205902,GREGORY-PORTLAND ISD,San Patricio,205,False,2009,2025,1388,True,,
205903,INGLESIDE ISD,San Patricio,205,False,2009,2025,1845,True,,
205904,MATHIS ISD,San Patricio,205,False,2009,2025,2356,True,,
205905,ODEM-EDROY ISD,San Patricio,205,False,2009,2025,2748,True,,
205906,SINTON ISD,San Patricio,205,False,2009,2025,3346,True,,
205907,TAFT ISD,San Patricio,205,False,2009,2025,3520,True,,
206901,SAN SABA ISD,San Saba,206,False,2009,2025,3257,True,,
206902,RICHLAND SPRINGS ISD,San Saba,206,False,2009,2025,3082,True,,
206903,CHEROKEE ISD,San Saba,206,False,2009,2025,,True,,
207901,SCHLEICHER ISD,Schleicher,207,False,2009,2025,,True,,
208901,HERMLEIGH ISD,Scurry,208,False,2009,2025,1727,True,,
208902,SNYDER ISD,Scurry,208,False,2009,2025,3366,True,,
208903,IRA ISD,Scurry,208,False,2009,2025,1855,True,,
209901,ALBANY ISD,Shackelford,209,False,2009,2025,46,True,,
209902,MORAN ISD,Shackelford,209,False,2009,2025,,True,,
210901,CENTER ISD,Shelby,210,False,2009,2025,586,True,,
210902,JOAQUIN ISD,Shelby,210,False,2009,2025,1917,True,,
210903,SHELBYVILLE ISD,Shelby,210,False,2009,2025,3324,True,,
210904,TENAHA ISD,Shelby,210,False,2009,2025,3547,True,,
210905,TIMPSON ISD,Shelby,210,False,2009,2025,3588,True,,
210906,EXCELSIOR ISD,Shelby,210,False,2009,2025,,True,,
211901,TEXHOMA ISD,Sherman,211,False,2009,2025,3565,True,,
211902,STRATFORD ISD,Sherman,211,False,2009,2025,3459,True,,
212801,CUMBERLAND ACADEMY,Smith,212,True,2009,2025,,False,,
212803,AZLEWAY CHARTER SCHOOL,Smith,212,True,2009,2013,,False,,
212804,UT TYLER UNIVERSITY ACADEMY,Smith,212,True,2013,2025,,False,UT TYLER INNOVATION ACADEMY,
212901,ARP ISD,Smith,212,False,2009,2025,124,True,,
212902,BULLARD ISD,Smith,212,False,2009,2025,427,True,,
212903,LINDALE ISD,Smith,212,False,2009,2025,2175,True,,
212904,TROUP ISD,Smith,212,False,2009,2025,3659,True,,
212905,TYLER ISD,Smith,212,False,2009,2025,3673,True,,
212906,WHITEHOUSE ISD,Smith,212,False,2009,2025,3885,True,,
212909,CHAPEL HILL ISD,Smith,212,False,2009,2025,607,True,,Chapel Hill ISDa
212910,WINONA ISD,Smith,212,False,2009,2025,3947,True,,
213801,BRAZOS RIVER CHARTER SCHOOL,Somervell,213,True,2009,2025,,False,,
213901,GLEN ROSE ISD,Somervell,213,False,2009,2025,1314,True,,
214901,RIO GRANDE CITY GRULLA ISD,Starr,214,False,2009,2025,3089,True,RIO GRANDE CITY CISD,Rio Grande City ISD
214902,SAN ISIDRO ISD,Starr,214,False,2009,2025,3242,True,,
214903,ROMA ISD,Starr,214,False,2009,2025,3132,True,,
215901,BRECKENRIDGE ISD,Stephens,215,False,2009,2025,372,True,,
216901,STERLING CITY ISD,Sterling,216,False,2009,2025,3447,True,,
217901,ASPERMONT ISD,Stonewall,217,False,2009,2025,127,True,,
218901,SONORA ISD,Sutton,218,False,2009,2025,3375,True,,
219901,HAPPY ISD,Swisher,219,False,2009,2025,,True,,
219903,TULIA ISD,Swisher,219,False,2009,2025,3663,True,,
219905,KRESS ISD,Swisher,219,False,2009,2025,2022,True,,
220801,TREETOPS SCHOOL INTERNATIONAL,Tarrant,220,True,2009,2025,,False,,
220802,ARLINGTON CLASSICS ACADEMY,Tarrant,220,True,2009,2025,,False,,
220804,FORT WORTH CAN ACADEMY,Tarrant,220,True,2009,2013,,False,,
220808,METRO ACADEMY OF MATH AND SCIENCE,Tarrant,220,True,2009,2010,,False,,
220809,FORT WORTH ACADEMY OF FINE ARTS,Tarrant,220,True,2009,2025,,False,,
220810,WESTLAKE ACADEMY CHARTER SCHOOL,Tarrant,220,True,2009,2025,,False,,
220811,EAST FORT WORTH MONTESSORI ACADEMY,Tarrant,220,True,2009,2025,,False,,
220812,RICHARD MILBURN ACADEMY (FORT WORT,Tarrant,220,True,2009,2014,,False,,
220813,HARMONY SCIENCE ACAD (FORT WORTH),Tarrant,220,True,2009,2014,,False,,
220814,TEXAS SCHOOL OF THE ARTS,Tarrant,220,True,2009,2025,,False,TEXAS ELEMENTARY SCHOOL OF THE ART,
220815,CHAPEL HILL ACADEMY,Tarrant,220,True,2009,2024,,False,,
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,Tarrant,220,True,2009,2015,,False,SUMMIT INTERNATIONAL PREPARATORY,
220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,Tarrant,220,True,2012,2025,,False,NEWMAN INTERNATIONAL ACADEMY OF AR,
220818,PRIME PREP ACADEMY,Tarrant,220,True,2013,2014,,False,,
220819,HIGH POINT ACADEMY,Tarrant,220,True,2016,2023,,False,,
220820,ROCKETSHIP PUBLIC SCHOOLS,Tarrant,220,True,2023,2025,,False,,
220821,ACADEMY OF VISUAL AND PERFORMING ARTS,Tarrant,220,True,2024,2024,,False,,
220822,NEW HEIGHTS,,220,True,2025,2025,,False,,
220901,ARLINGTON ISD,Tarrant,220,False,2009,2025,121,True,,
220902,BIRDVILLE ISD,Tarrant,220,False,2009,2025,293,True,,
220904,EVERMAN ISD,Tarrant,220,False,2009,2025,1064,True,,
220905,FORT WORTH ISD,Tarrant,220,False,2009,2025,1200,True,,
220906,GRAPEVINE-COLLEYVILLE ISD,Tarrant,220,False,2009,2025,1372,True,,
220907,KELLER ISD,Tarrant,220,False,2009,2025,1962,True,,
220908,MANSFIELD ISD,Tarrant,220,False,2009,2025,2322,True,,
220910,LAKE WORTH ISD,Tarrant,220,False,2009,2025,2101,True,,
220912,CROWLEY ISD,Tarrant,220,False,2009,2025,791,True,,
220914,KENNEDALE ISD,Tarrant,220,False,2009,2025,1979,True,,
220915,AZLE ISD,Tarrant,220,False,2009,2025,152,True,,
220916,HURST-EULESS-BEDFORD ISD,Tarrant,220,False,2009,2025,1825,True,,
220917,CASTLEBERRY ISD,Tarrant,220,False,2009,2025,572,True,,
220918,EAGLE MT-SAGINAW ISD,Tarrant,220,False,2009,2025,974,True,,
220919,CARROLL ISD,Tarrant,220,False,2009,2025,562,True,,
220920,WHITE SETTLEMENT ISD,Tarrant,220,False,2009,2025,3881,True,,
221801,TEXAS COLLEGE PREPARATORY ACADEMIES,Taylor,221,True,2009,2025,,False,RESPONSIVE EDUCATION SOLUTIONS | TEXAS COLLEGE PREPARATORY ACADEMIE,
221901,ABILENE ISD,Taylor,221,False,2009,2025,28,True,,
221904,MERKEL ISD,Taylor,221,False,2009,2025,2415,True,,
221905,TRENT ISD,Taylor,221,False,2009,2025,3644,True,,
221911,JIM NED CISD,Taylor,221,False,2009,2025,1914,True,,
221912,WYLIE ISD,Taylor,221,False,2009,2025,3977,True,,Wylie ISDb
222901,TERRELL COUNTY ISD,Terrell,222,False,2009,2025,3551,True,,
223901,BROWNFIELD ISD,Terry,223,False,2009,2025,402,True,,
223902,MEADOW ISD,Terry,223,False,2009,2025,2387,True,,
223904,WELLMAN-UNION CISD,Terry,223,False,2009,2025,3809,True,,
224901,THROCKMORTON COLLEGIATE ISD,Throckmorton,224,False,2009,2025,3583,True,THROCKMORTON ISD,
224902,WOODSON ISD,Throckmorton,224,False,2009,2025,,True,,
225902,MOUNT PLEASANT ISD,Titus,225,False,2009,2025,2546,True,,
225905,WINFIELD ISD,Titus,225,False,2009,2018,,False,,
225906,CHAPEL HILL ISD,Titus,225,False,2009,2025,608,True,,Chapel Hill ISDb
